"","school","conf","div","season"
"7810","Virginia Tech","Ind",NA,1971
"7811","Pittsburgh","Ind",NA,1971
"7812","Idaho","Ind",NA,1971
"7813","William & Mary","Southern",NA,1971
"7814","Columbia","Ivy",NA,1971
"7815","Navy","Ind",NA,1971
"7816","Drake","MVC",NA,1971
"7817","Indiana","Big Ten",NA,1971
"7818","Princeton","Ivy",NA,1971
"7819","Harvard","Ivy",NA,1971
"7820","Texas-El Paso","WAC",NA,1971
"7821","Pacific","PCAA",NA,1971
"7822","The Citadel","Southern",NA,1971
"7823","New Mexico State","Ind",NA,1971
"7824","Fresno State","PCAA",NA,1971
"7825","Maryland","ACC",NA,1971
"7826","Northern Illinois","Ind",NA,1971
"7827","Tulsa","MVC",NA,1971
"7828","Virginia","ACC",NA,1971
"7829","Yale","Ivy",NA,1971
"7830","Richmond","Southern",NA,1971
"7831","Colorado State","WAC",NA,1971
"7832","Colgate","Ind",NA,1971
"7833","Iowa","Big Ten",NA,1971
"7834","Dayton","Ind",NA,1971
"7835","Holy Cross","Ind",NA,1971
"7836","California-Santa Barbara","PCAA",NA,1971
"7837","North Carolina State","ACC",NA,1971
"7838","Rutgers","Ind",NA,1971
"7839","Kent State","MAC",NA,1971
"7840","East Carolina","Southern",NA,1971
"7841","Chattanooga","Ind",NA,1971
"7842","Baylor","SWC",NA,1971
"7843","Furman","Southern",NA,1971
"7844","North Texas","MVC",NA,1971
"7845","Pennsylvania","Ivy",NA,1971
"7846","Xavier","Ind",NA,1971
"7847","Brown","Ivy",NA,1971
"7848","Wichita State","MVC",NA,1971
"7849","West Texas A&M","MVC",NA,1971
"7850","Virginia Military Institute","Southern",NA,1971
"7851","Marshall","Ind",NA,1971
"7852","Texas-Arlington","Ind",NA,1971
"7853","Cal State Los Angeles","PCAA",NA,1971
"7854","Davidson","Southern",NA,1971
"7855","Southern California","Pac-8",NA,1972
"7856","Oklahoma","Big 8",NA,1972
"7857","Alabama","SEC",NA,1972
"7858","Nebraska","Big 8",NA,1972
"7859","Texas","SWC",NA,1972
"7860","Michigan","Big Ten",NA,1972
"7861","Tennessee","SEC",NA,1972
"7862","Auburn","SEC",NA,1972
"7863","Louisiana State","SEC",NA,1972
"7864","Notre Dame","Ind",NA,1972
"7865","Florida","SEC",NA,1972
"7866","Penn State","Ind",NA,1972
"7867","Ohio State","Big Ten",NA,1972
"7868","UCLA","Pac-8",NA,1972
"7869","North Carolina State","ACC",NA,1972
"7870","Georgia","SEC",NA,1972
"7871","North Carolina","ACC",NA,1972
"7872","Colorado","Big 8",NA,1972
"7873","Oklahoma State","Big 8",NA,1972
"7874","Georgia Tech","Ind",NA,1972
"7875","Baylor","SWC",NA,1972
"7876","Purdue","Big Ten",NA,1972
"7877","Southern Methodist","SWC",NA,1972
"7878","Texas Tech","SWC",NA,1972
"7879","Mississippi","SEC",NA,1972
"7880","Arizona State","WAC",NA,1972
"7881","Michigan State","Big Ten",NA,1972
"7882","Stanford","Pac-8",NA,1972
"7883","Miami (FL)","Ind",NA,1972
"7884","Washington","Pac-8",NA,1972
"7885","Washington State","Pac-8",NA,1972
"7886","Iowa State","Big 8",NA,1972
"7887","Yale","Ivy",NA,1972
"7888","Arkansas","SWC",NA,1972
"7889","Rice","SWC",NA,1972
"7890","Missouri","Big 8",NA,1972
"7891","Tulane","Ind",NA,1972
"7892","West Virginia","Ind",NA,1972
"7893","Florida State","Ind",NA,1972
"7894","San Diego State","PCAA",NA,1972
"7895","Dartmouth","Ivy",NA,1972
"7896","Virginia Tech","Ind",NA,1972
"7897","Houston","Ind",NA,1972
"7898","Louisville","MVC",NA,1972
"7899","Oregon","Pac-8",NA,1972
"7900","Texas Christian","SWC",NA,1972
"7901","Tampa","Ind",NA,1972
"7902","Utah State","Ind",NA,1972
"7903","Mississippi State","SEC",NA,1972
"7904","Duke","ACC",NA,1972
"7905","Texas A&M","SWC",NA,1972
"7906","Cornell","Ivy",NA,1972
"7907","California","Pac-8",NA,1972
"7908","Air Force","Ind",NA,1972
"7909","Kentucky","SEC",NA,1972
"7910","Illinois","Big Ten",NA,1972
"7911","Maryland","ACC",NA,1972
"7912","Pennsylvania","Ivy",NA,1972
"7913","Minnesota","Big Ten",NA,1972
"7914","Kansas","Big 8",NA,1972
"7915","Indiana","Big Ten",NA,1972
"7916","Rutgers","Ind",NA,1972
"7917","Pacific","PCAA",NA,1972
"7918","East Carolina","Southern",NA,1972
"7919","Utah","WAC",NA,1972
"7920","Bowling Green","MAC",NA,1972
"7921","Army","Ind",NA,1972
"7922","Harvard","Ivy",NA,1972
"7923","Iowa","Big Ten",NA,1972
"7924","Wisconsin","Big Ten",NA,1972
"7925","Miami (OH)","MAC",NA,1972
"7926","Columbia","Ivy",NA,1972
"7927","Navy","Ind",NA,1972
"7928","South Carolina","Ind",NA,1972
"7929","Oregon State","Pac-8",NA,1972
"7930","Clemson","ACC",NA,1972
"7931","Fresno State","PCAA",NA,1972
"7932","Memphis","MVC",NA,1972
"7933","Northwestern","Big Ten",NA,1972
"7934","Kansas State","Big 8",NA,1972
"7935","Princeton","Ivy",NA,1972
"7936","Boston College","Ind",NA,1972
"7937","William & Mary","Southern",NA,1972
"7938","Syracuse","Ind",NA,1972
"7939","Vanderbilt","SEC",NA,1972
"7940","Brigham Young","WAC",NA,1972
"7941","Richmond","Southern",NA,1972
"7942","Southern Mississippi","Ind",NA,1972
"7943","Arizona","WAC",NA,1972
"7944","Virginia","ACC",NA,1972
"7945","Holy Cross","Ind",NA,1972
"7946","Western Michigan","MAC",NA,1972
"7947","Northern Illinois","Ind",NA,1972
"7948","Kent State","MAC",NA,1972
"7949","Drake","MVC",NA,1972
"7950","Tulsa","MVC",NA,1972
"7951","San Jose State","PCAA",NA,1972
"7952","Pittsburgh","Ind",NA,1972
"7953","Colgate","Ind",NA,1972
"7954","Toledo","MAC",NA,1972
"7955","Temple","Ind",NA,1972
"7956","Long Beach State","PCAA",NA,1972
"7957","West Texas A&M","MVC",NA,1972
"7958","Wyoming","WAC",NA,1972
"7959","New Mexico","WAC",NA,1972
"7960","Appalachian State","Southern",NA,1972
"7961","The Citadel","Southern",NA,1972
"7962","Wake Forest","ACC",NA,1972
"7963","Dayton","Ind",NA,1972
"7964","Wichita State","MVC",NA,1972
"7965","Brown","Ivy",NA,1972
"7966","Texas-Arlington","Ind",NA,1972
"7967","Idaho","Ind",NA,1972
"7968","Villanova","Ind",NA,1972
"7969","Southern Illinois","Ind",NA,1972
"7970","Chattanooga","Ind",NA,1972
"7971","Davidson","Southern",NA,1972
"7972","Ohio","MAC",NA,1972
"7973","Virginia Military Institute","Southern",NA,1972
"7974","Texas-El Paso","WAC",NA,1972
"7975","Cincinnati","Ind",NA,1972
"7976","Colorado State","WAC",NA,1972
"7977","New Mexico State","MVC",NA,1972
"7978","North Texas","MVC",NA,1972
"7979","Furman","Southern",NA,1972
"7980","Marshall","Ind",NA,1972
"7981","Xavier","Ind",NA,1972
"7982","Oklahoma","Big 8",NA,1973
"7983","Ohio State","Big Ten",NA,1973
"7984","Michigan","Big Ten",NA,1973
"7985","Alabama","SEC",NA,1973
"7986","Nebraska","Big 8",NA,1973
"7987","Notre Dame","Ind",NA,1973
"7988","Penn State","Ind",NA,1973
"7989","Texas","SWC",NA,1973
"7990","Southern California","Pac-8",NA,1973
"7991","UCLA","Pac-8",NA,1973
"7992","Arizona State","WAC",NA,1973
"7993","Louisiana State","SEC",NA,1973
"7994","Texas Tech","SWC",NA,1973
"7995","Missouri","Big 8",NA,1973
"7996","Houston","Ind",NA,1973
"7997","North Carolina State","ACC",NA,1973
"7998","Kansas","Big 8",NA,1973
"7999","Oklahoma State","Big 8",NA,1973
"8000","Georgia","SEC",NA,1973
"8001","Maryland","ACC",NA,1973
"8002","Colorado","Big 8",NA,1973
"8003","Miami (OH)","MAC",NA,1973
"8004","Stanford","Pac-8",NA,1973
"8005","Minnesota","Big Ten",NA,1973
"8006","Tennessee","SEC",NA,1973
"8007","San Diego State","PCAA",NA,1973
"8008","Kent State","MAC",NA,1973
"8009","Iowa State","Big 8",NA,1973
"8010","Tulane","Ind",NA,1973
"8011","Kentucky","SEC",NA,1973
"8012","Mississippi","SEC",NA,1973
"8013","Wisconsin","Big Ten",NA,1973
"8014","Michigan State","Big Ten",NA,1973
"8015","Boston College","Ind",NA,1973
"8016","Arizona","WAC",NA,1973
"8017","Illinois","Big Ten",NA,1973
"8018","Purdue","Big Ten",NA,1973
"8019","East Carolina","Southern",NA,1973
"8020","Kansas State","Big 8",NA,1973
"8021","Florida","SEC",NA,1973
"8022","Pittsburgh","Ind",NA,1973
"8023","South Carolina","Ind",NA,1973
"8024","Texas A&M","SWC",NA,1973
"8025","Auburn","SEC",NA,1973
"8026","Southern Methodist","SWC",NA,1973
"8027","Temple","Ind",NA,1973
"8028","Richmond","Southern",NA,1973
"8029","Miami (FL)","Ind",NA,1973
"8030","Washington State","Pac-8",NA,1973
"8031","Rice","SWC",NA,1973
"8032","Arkansas","SWC",NA,1973
"8033","Northwestern","Big Ten",NA,1973
"8034","Navy","Ind",NA,1973
"8035","Air Force","Ind",NA,1973
"8036","Memphis","Ind",NA,1973
"8037","Utah","WAC",NA,1973
"8038","Brigham Young","WAC",NA,1973
"8039","West Virginia","Ind",NA,1973
"8040","Pacific","PCAA",NA,1973
"8041","Georgia Tech","Ind",NA,1973
"8042","Southern Mississippi","Ind",NA,1973
"8043","Mississippi State","SEC",NA,1973
"8044","Oregon","Pac-8",NA,1973
"8045","Bowling Green","MAC",NA,1973
"8046","San Jose State","PCAA",NA,1973
"8047","Indiana","Big Ten",NA,1973
"8048","Wyoming","WAC",NA,1973
"8049","Vanderbilt","SEC",NA,1973
"8050","North Carolina","ACC",NA,1973
"8051","Clemson","ACC",NA,1973
"8052","Texas Christian","SWC",NA,1973
"8053","California","Pac-8",NA,1973
"8054","Tampa","Ind",NA,1973
"8055","Utah State","Ind",NA,1973
"8056","Ohio","MAC",NA,1973
"8057","Oregon State","Pac-8",NA,1973
"8058","New Mexico","WAC",NA,1973
"8059","Cincinnati","Ind",NA,1973
"8060","Baylor","SWC",NA,1973
"8061","Iowa","Big Ten",NA,1973
"8062","Duke","ACC",NA,1973
"8063","Tulsa","MVC",NA,1973
"8064","Furman","Southern",NA,1973
"8065","Yale","Ivy",NA,1973
"8066","Dartmouth","Ivy",NA,1973
"8067","Pennsylvania","Ivy",NA,1973
"8068","Syracuse","Ind",NA,1973
"8069","Harvard","Ivy",NA,1973
"8070","Louisville","MVC",NA,1973
"8071","Virginia Tech","Ind",NA,1973
"8072","William & Mary","Southern",NA,1973
"8073","Colorado State","WAC",NA,1973
"8074","Rutgers","Ind",NA,1973
"8075","Virginia","ACC",NA,1973
"8076","Western Michigan","MAC",NA,1973
"8077","Villanova","Ind",NA,1973
"8078","Holy Cross","Ind",NA,1973
"8079","Washington","Pac-8",NA,1973
"8080","Brown","Ivy",NA,1973
"8081","Northern Illinois","Ind",NA,1973
"8082","Toledo","MAC",NA,1973
"8083","Colgate","Ind",NA,1973
"8084","Cornell","Ivy",NA,1973
"8085","Marshall","Ind",NA,1973
"8086","Army","Ind",NA,1973
"8087","Southern Illinois","Ind",NA,1973
"8088","Dayton","Ind",NA,1973
"8089","Wake Forest","ACC",NA,1973
"8090","Florida State","Ind",NA,1973
"8091","North Texas","MVC",NA,1973
"8092","Idaho","Ind",NA,1973
"8093","New Mexico State","MVC",NA,1973
"8094","Texas-Arlington","Ind",NA,1973
"8095","Virginia Military Institute","Southern",NA,1973
"8096","Appalachian State","Southern",NA,1973
"8097","Chattanooga","Ind",NA,1973
"8098","Xavier","Ind",NA,1973
"8099","Long Beach State","PCAA",NA,1973
"8100","Fresno State","PCAA",NA,1973
"8101","The Citadel","Southern",NA,1973
"8102","Wichita State","MVC",NA,1973
"8103","Lamar","Ind",NA,1973
"8104","Davidson","Southern",NA,1973
"8105","Princeton","Ivy",NA,1973
"8106","Texas-El Paso","WAC",NA,1973
"8107","Drake","MVC",NA,1973
"8108","West Texas A&M","MVC",NA,1973
"8109","Columbia","Ivy",NA,1973
"8110","Louisiana","Ind",NA,1973
"8111","Oklahoma","Big 8",NA,1974
"8112","Alabama","SEC",NA,1974
"8113","Ohio State","Big Ten",NA,1974
"8114","Southern California","Pac-8",NA,1974
"8115","Michigan","Big Ten",NA,1974
"8116","Auburn","SEC",NA,1974
"8117","Nebraska","Big 8",NA,1974
"8118","Maryland","ACC",NA,1974
"8119","Texas","SWC",NA,1974
"8120","Notre Dame","Ind",NA,1974
"8121","Florida","SEC",NA,1974
"8122","Penn State","Ind",NA,1974
"8123","Texas A&M","SWC",NA,1974
"8124","Wisconsin","Big Ten",NA,1974
"8125","Mississippi State","SEC",NA,1974
"8126","Michigan State","Big Ten",NA,1974
"8127","Miami (OH)","MAC",NA,1974
"8128","Tennessee","SEC",NA,1974
"8129","Arkansas","SWC",NA,1974
"8130","Oklahoma State","Big 8",NA,1974
"8131","Baylor","SWC",NA,1974
"8132","North Carolina State","ACC",NA,1974
"8133","Kentucky","SEC",NA,1974
"8134","Vanderbilt","SEC",NA,1974
"8135","Missouri","Big 8",NA,1974
"8136","North Carolina","ACC",NA,1974
"8137","Pittsburgh","Ind",NA,1974
"8138","Louisiana State","SEC",NA,1974
"8139","Georgia Tech","Ind",NA,1974
"8140","Texas Tech","SWC",NA,1974
"8141","Georgia","SEC",NA,1974
"8142","California","Pac-8",NA,1974
"8143","Boston College","Ind",NA,1974
"8144","Clemson","ACC",NA,1974
"8145","Houston","Ind",NA,1974
"8146","UCLA","Pac-8",NA,1974
"8147","Yale","Ivy",NA,1974
"8148","Illinois","Big Ten",NA,1974
"8149","Tulsa","MVC",NA,1974
"8150","Temple","Ind",NA,1974
"8151","Colorado","Big 8",NA,1974
"8152","Duke","ACC",NA,1974
"8153","San Diego State","PCAA",NA,1974
"8154","Iowa State","Big 8",NA,1974
"8155","Stanford","Pac-8",NA,1974
"8156","Purdue","Big Ten",NA,1974
"8157","Southern Methodist","SWC",NA,1974
"8158","Miami (FL)","Ind",NA,1974
"8159","Memphis","Ind",NA,1974
"8160","Arizona","WAC",NA,1974
"8161","Brigham Young","WAC",NA,1974
"8162","Arizona State","WAC",NA,1974
"8163","Harvard","Ivy",NA,1974
"8164","Kansas","Big 8",NA,1974
"8165","Kansas State","Big 8",NA,1974
"8166","Washington","Pac-8",NA,1974
"8167","Cincinnati","Ind",NA,1974
"8168","West Virginia","Ind",NA,1974
"8169","San Jose State","PCAA",NA,1974
"8170","Virginia","ACC",NA,1974
"8171","Oregon State","Pac-8",NA,1974
"8172","Utah State","Ind",NA,1974
"8173","Virginia Tech","Ind",NA,1974
"8174","Mississippi","SEC",NA,1974
"8175","Iowa","Big Ten",NA,1974
"8176","Tampa","Ind",NA,1974
"8177","Rice","SWC",NA,1974
"8178","Navy","Ind",NA,1974
"8179","Kent State","MAC",NA,1974
"8180","East Carolina","Southern",NA,1974
"8181","Ohio","MAC",NA,1974
"8182","Bowling Green","MAC",NA,1974
"8183","South Carolina","Ind",NA,1974
"8184","West Texas A&M","MVC",NA,1974
"8185","Colorado State","WAC",NA,1974
"8186","Tulane","Ind",NA,1974
"8187","Rutgers","Ind",NA,1974
"8188","Virginia Military Institute","Southern",NA,1974
"8189","Southern Mississippi","Ind",NA,1974
"8190","Indiana","Big Ten",NA,1974
"8191","Washington State","Pac-8",NA,1974
"8192","Syracuse","Ind",NA,1974
"8193","Minnesota","Big Ten",NA,1974
"8194","Lamar","Ind",NA,1974
"8195","Florida State","Ind",NA,1974
"8196","Princeton","Ivy",NA,1974
"8197","Pennsylvania","Ivy",NA,1974
"8198","Arkansas State","Ind",NA,1974
"8199","Northwestern","Big Ten",NA,1974
"8200","Brown","Ivy",NA,1974
"8201","Pacific","PCAA",NA,1974
"8202","New Mexico","WAC",NA,1974
"8203","Army","Ind",NA,1974
"8204","Holy Cross","Ind",NA,1974
"8205","Air Force","Ind",NA,1974
"8206","Dartmouth","Ivy",NA,1974
"8207","Louisville","MVC",NA,1974
"8208","William & Mary","Southern",NA,1974
"8209","Fresno State","PCAA",NA,1974
"8210","Cornell","Ivy",NA,1974
"8211","Long Beach State","PCAA",NA,1974
"8212","Appalachian State","Southern",NA,1974
"8213","Hawaii","Ind",NA,1974
"8214","New Mexico State","MVC",NA,1974
"8215","Wake Forest","ACC",NA,1974
"8216","Toledo","MAC",NA,1974
"8217","Oregon","Pac-8",NA,1974
"8218","Texas-El Paso","WAC",NA,1974
"8219","Texas Christian","SWC",NA,1974
"8220","The Citadel","Southern",NA,1974
"8221","Chattanooga","Ind",NA,1974
"8222","Richmond","Southern",NA,1974
"8223","Wyoming","WAC",NA,1974
"8224","Furman","Southern",NA,1974
"8225","North Texas","MVC",NA,1974
"8226","Villanova","Ind",NA,1974
"8227","Colgate","Ind",NA,1974
"8228","Western Michigan","MAC",NA,1974
"8229","Drake","MVC",NA,1974
"8230","Wichita State","MVC",NA,1974
"8231","Idaho","Ind",NA,1974
"8232","Utah","WAC",NA,1974
"8233","Northern Illinois","Ind",NA,1974
"8234","Louisiana","Ind",NA,1974
"8235","Dayton","Ind",NA,1974
"8236","Marshall","Ind",NA,1974
"8237","Southern Illinois","Ind",NA,1974
"8238","Columbia","Ivy",NA,1974
"8239","Texas-Arlington","Ind",NA,1974
"8240","Oklahoma","Big 8",NA,1975
"8241","Ohio State","Big Ten",NA,1975
"8242","Alabama","SEC",NA,1975
"8243","Texas","SWC",NA,1975
"8244","Arkansas","SWC",NA,1975
"8245","Nebraska","Big 8",NA,1975
"8246","Michigan","Big Ten",NA,1975
"8247","Penn State","Ind",NA,1975
"8248","Texas A&M","SWC",NA,1975
"8249","Arizona State","WAC",NA,1975
"8250","Florida","SEC",NA,1975
"8251","UCLA","Pac-8",NA,1975
"8252","Colorado","Big 8",NA,1975
"8253","Pittsburgh","Ind",NA,1975
"8254","California","Pac-8",NA,1975
"8255","Missouri","Big 8",NA,1975
"8256","Notre Dame","Ind",NA,1975
"8257","Oklahoma State","Big 8",NA,1975
"8258","Kansas","Big 8",NA,1975
"8259","Georgia","SEC",NA,1975
"8260","Southern California","Pac-8",NA,1975
"8261","Arkansas State","Southland",NA,1975
"8262","Maryland","ACC",NA,1975
"8263","Arizona","WAC",NA,1975
"8264","West Virginia","Ind",NA,1975
"8265","Michigan State","Big Ten",NA,1975
"8266","San Jose State","PCAA",NA,1975
"8267","Mississippi","SEC",NA,1975
"8268","Texas Tech","SWC",NA,1975
"8269","Tennessee","SEC",NA,1975
"8270","North Carolina State","ACC",NA,1975
"8271","Washington","Pac-8",NA,1975
"8272","Stanford","Pac-8",NA,1975
"8273","Georgia Tech","Ind",NA,1975
"8274","Miami (OH)","MAC",NA,1975
"8275","Navy","Ind",NA,1975
"8276","San Diego State","PCAA",NA,1975
"8277","Southern Mississippi","Ind",NA,1975
"8278","Illinois","Big Ten",NA,1975
"8279","Minnesota","Big Ten",NA,1975
"8280","South Carolina","Ind",NA,1975
"8281","Louisiana State","SEC",NA,1975
"8282","Mississippi State","SEC",NA,1975
"8283","Louisiana Tech","Southland",NA,1975
"8284","Baylor","SWC",NA,1975
"8285","Rutgers","Ind",NA,1975
"8286","Boston College","Ind",NA,1975
"8287","Kentucky","SEC",NA,1975
"8288","New Mexico","WAC",NA,1975
"8289","Syracuse","Ind",NA,1975
"8290","Bowling Green","MAC",NA,1975
"8291","Tulsa","MVC",NA,1975
"8292","Iowa State","Big 8",NA,1975
"8293","Cincinnati","Ind",NA,1975
"8294","Auburn","SEC",NA,1975
"8295","East Carolina","Southern",NA,1975
"8296","Virginia Tech","Ind",NA,1975
"8297","Brigham Young","WAC",NA,1975
"8298","Appalachian State","Southern",NA,1975
"8299","Temple","Ind",NA,1975
"8300","Long Beach State","PCAA",NA,1975
"8301","Miami (FL)","Ind",NA,1975
"8302","Vanderbilt","SEC",NA,1975
"8303","Purdue","Big Ten",NA,1975
"8304","Duke","ACC",NA,1975
"8305","Southern Methodist","SWC",NA,1975
"8306","Ball State","MAC",NA,1975
"8307","Memphis","Ind",NA,1975
"8308","Central Michigan","MAC",NA,1975
"8309","Wisconsin","Big Ten",NA,1975
"8310","Colorado State","WAC",NA,1975
"8311","Utah State","Ind",NA,1975
"8312","North Texas","Ind",NA,1975
"8313","Rice","SWC",NA,1975
"8314","Iowa","Big Ten",NA,1975
"8315","Washington State","Pac-8",NA,1975
"8316","Kansas State","Big 8",NA,1975
"8317","Oregon","Pac-8",NA,1975
"8318","Harvard","Ivy",NA,1975
"8319","Yale","Ivy",NA,1975
"8320","Florida State","Ind",NA,1975
"8321","Louisiana","Southland",NA,1975
"8322","Brown","Ivy",NA,1975
"8323","Indiana","Big Ten",NA,1975
"8324","Tulane","Ind",NA,1975
"8325","McNeese State","Southland",NA,1975
"8326","Air Force","Ind",NA,1975
"8327","Richmond","Southern",NA,1975
"8328","Ohio","MAC",NA,1975
"8329","Texas Christian","SWC",NA,1975
"8330","North Carolina","ACC",NA,1975
"8331","Pacific","PCAA",NA,1975
"8332","Wyoming","WAC",NA,1975
"8333","The Citadel","Southern",NA,1975
"8334","West Texas A&M","MVC",NA,1975
"8335","Wake Forest","ACC",NA,1975
"8336","Northwestern","Big Ten",NA,1975
"8337","Dartmouth","Ivy",NA,1975
"8338","Furman","Southern",NA,1975
"8339","Texas-Arlington","Southland",NA,1975
"8340","Chattanooga","Ind",NA,1975
"8341","Hawaii","Ind",NA,1975
"8342","Clemson","ACC",NA,1975
"8343","Princeton","Ivy",NA,1975
"8344","Houston","Ind",NA,1975
"8345","Dayton","Ind",NA,1975
"8346","Oregon State","Pac-8",NA,1975
"8347","Akron","Ind",NA,1975
"8348","Toledo","MAC",NA,1975
"8349","Eastern Michigan","Ind",NA,1975
"8350","Indiana State","Ind",NA,1975
"8351","Colgate","Ind",NA,1975
"8352","Army","Ind",NA,1975
"8353","Virginia Military Institute","Southern",NA,1975
"8354","Kent State","MAC",NA,1975
"8355","Louisiana-Monroe","Ind",NA,1975
"8356","Northern Illinois","MAC",NA,1975
"8357","Pennsylvania","Ivy",NA,1975
"8358","Utah","WAC",NA,1975
"8359","New Mexico State","MVC",NA,1975
"8360","Fresno State","PCAA",NA,1975
"8361","Wichita State","MVC",NA,1975
"8362","Texas-El Paso","WAC",NA,1975
"8363","Villanova","Ind",NA,1975
"8364","Virginia","ACC",NA,1975
"8365","William & Mary","Southern",NA,1975
"8366","Lamar","Southland",NA,1975
"8367","Drake","MVC",NA,1975
"8368","Columbia","Ivy",NA,1975
"8369","Cal State Fullerton","PCAA",NA,1975
"8370","Marshall","Ind",NA,1975
"8371","Cornell","Ivy",NA,1975
"8372","Western Michigan","MAC",NA,1975
"8373","Southern Illinois","Ind",NA,1975
"8374","Holy Cross","Ind",NA,1975
"8375","Louisville","Ind",NA,1975
"8376","Illinois State","Ind",NA,1975
"8377","Michigan","Big Ten",NA,1976
"8378","Pittsburgh","Ind",NA,1976
"8379","Texas A&M","SWC",NA,1976
"8380","Southern California","Pac-8",NA,1976
"8381","Georgia","SEC",NA,1976
"8382","Ohio State","Big Ten",NA,1976
"8383","Oklahoma","Big 8",NA,1976
"8384","Maryland","ACC",NA,1976
"8385","Alabama","SEC",NA,1976
"8386","Houston","SWC",NA,1976
"8387","Texas Tech","SWC",NA,1976
"8388","Nebraska","Big 8",NA,1976
"8389","UCLA","Pac-8",NA,1976
"8390","Oklahoma State","Big 8",NA,1976
"8391","Colorado","Big 8",NA,1976
"8392","Notre Dame","Ind",NA,1976
"8393","Kentucky","SEC",NA,1976
"8394","Missouri","Big 8",NA,1976
"8395","Iowa State","Big 8",NA,1976
"8396","Florida","SEC",NA,1976
"8397","Penn State","Ind",NA,1976
"8398","Mississippi State","SEC",NA,1976
"8399","Louisiana State","SEC",NA,1976
"8400","Kansas","Big 8",NA,1976
"8401","Tennessee","SEC",NA,1976
"8402","South Carolina","Ind",NA,1976
"8403","East Carolina","Southern",NA,1976
"8404","Baylor","SWC",NA,1976
"8405","Illinois","Big Ten",NA,1976
"8406","Texas","SWC",NA,1976
"8407","Cincinnati","Ind",NA,1976
"8408","Minnesota","Big Ten",NA,1976
"8409","Washington","Pac-8",NA,1976
"8410","North Carolina","ACC",NA,1976
"8411","California","Pac-8",NA,1976
"8412","Wisconsin","Big Ten",NA,1976
"8413","Miami (FL)","Ind",NA,1976
"8414","Arkansas","SWC",NA,1976
"8415","Brigham Young","WAC",NA,1976
"8416","Boston College","Ind",NA,1976
"8417","Mississippi","SEC",NA,1976
"8418","Duke","ACC",NA,1976
"8419","Rutgers","Ind",NA,1976
"8420","Memphis","Ind",NA,1976
"8421","Purdue","Big Ten",NA,1976
"8422","Stanford","Pac-8",NA,1976
"8423","Virginia Tech","Ind",NA,1976
"8424","Yale","Ivy",NA,1976
"8425","Georgia Tech","Ind",NA,1976
"8426","West Virginia","Ind",NA,1976
"8427","William & Mary","Southern",NA,1976
"8428","Michigan State","Big Ten",NA,1976
"8429","Wake Forest","ACC",NA,1976
"8430","Clemson","ACC",NA,1976
"8431","Dartmouth","Ivy",NA,1976
"8432","Navy","Ind",NA,1976
"8433","Florida State","Ind",NA,1976
"8434","Iowa","Big Ten",NA,1976
"8435","Tulsa","MVC",NA,1976
"8436","Richmond","Southern",NA,1976
"8437","Auburn","SEC",NA,1976
"8438","Louisiana","Southland",NA,1976
"8439","Appalachian State","Southern",NA,1976
"8440","San Jose State","PCAA",NA,1976
"8441","North Carolina State","ACC",NA,1976
"8442","Furman","Southern",NA,1976
"8443","North Texas","Ind",NA,1976
"8444","Brown","Ivy",NA,1976
"8445","Indiana","Big Ten",NA,1976
"8446","San Diego State","Ind",NA,1976
"8447","Wyoming","WAC",NA,1976
"8448","Southern Methodist","SWC",NA,1976
"8449","Washington State","Pac-8",NA,1976
"8450","Kansas State","Big 8",NA,1976
"8451","Harvard","Ivy",NA,1976
"8452","Arizona","WAC",NA,1976
"8453","McNeese State","Southland",NA,1976
"8454","Villanova","Ind",NA,1976
"8455","Louisiana Tech","Southland",NA,1976
"8456","Oregon","Pac-8",NA,1976
"8457","Vanderbilt","SEC",NA,1976
"8458","The Citadel","Southern",NA,1976
"8459","Arizona State","WAC",NA,1976
"8460","Army","Ind",NA,1976
"8461","Louisville","Ind",NA,1976
"8462","Tulane","Ind",NA,1976
"8463","Syracuse","Ind",NA,1976
"8464","Colorado State","WAC",NA,1976
"8465","Southern Mississippi","Ind",NA,1976
"8466","Kent State","MAC",NA,1976
"8467","New Mexico","WAC",NA,1976
"8468","Northwestern","Big Ten",NA,1976
"8469","Ball State","MAC",NA,1976
"8470","Ohio","MAC",NA,1976
"8471","Temple","Ind",NA,1976
"8472","Colgate","Ind",NA,1976
"8473","Oregon State","Pac-8",NA,1976
"8474","Fresno State","PCAA",NA,1976
"8475","Virginia Military Institute","Southern",NA,1976
"8476","Western Michigan","MAC",NA,1976
"8477","Chattanooga","Ind",NA,1976
"8478","Long Beach State","PCAA",NA,1976
"8479","Rice","SWC",NA,1976
"8480","Bowling Green","MAC",NA,1976
"8481","Arkansas State","Southland",NA,1976
"8482","Air Force","Ind",NA,1976
"8483","Texas-Arlington","Southland",NA,1976
"8484","Virginia","ACC",NA,1976
"8485","Texas Christian","SWC",NA,1976
"8486","West Texas A&M","MVC",NA,1976
"8487","Cornell","Ivy",NA,1976
"8488","Miami (OH)","MAC",NA,1976
"8489","Utah","WAC",NA,1976
"8490","Northwestern State","Ind",NA,1976
"8491","Southern Illinois","Ind",NA,1976
"8492","Utah State","Ind",NA,1976
"8493","Princeton","Ivy",NA,1976
"8494","Pennsylvania","Ivy",NA,1976
"8495","Holy Cross","Ind",NA,1976
"8496","Central Michigan","MAC",NA,1976
"8497","Columbia","Ivy",NA,1976
