"","school","conf","div","season"
"8498","Wichita State","MVC",NA,1976
"8499","New Mexico State","MVC",NA,1976
"8500","Cal State Fullerton","PCAA",NA,1976
"8501","Dayton","Ind",NA,1976
"8502","Texas-El Paso","WAC",NA,1976
"8503","Toledo","MAC",NA,1976
"8504","Pacific","PCAA",NA,1976
"8505","Drake","MVC",NA,1976
"8506","Illinois State","Ind",NA,1976
"8507","Marshall","Ind",NA,1976
"8508","Hawaii","Ind",NA,1976
"8509","Louisiana-Monroe","Ind",NA,1976
"8510","Indiana State","Ind",NA,1976
"8511","Lamar","Southland",NA,1976
"8512","Eastern Michigan","MAC",NA,1976
"8513","Northern Illinois","MAC",NA,1976
"8514","Notre Dame","Ind",NA,1977
"8515","Alabama","SEC",NA,1977
"8516","Texas","SWC",NA,1977
"8517","Arkansas","SWC",NA,1977
"8518","Pittsburgh","Ind",NA,1977
"8519","Penn State","Ind",NA,1977
"8520","Oklahoma","Big 8",NA,1977
"8521","Ohio State","Big Ten",NA,1977
"8522","Kentucky","SEC",NA,1977
"8523","Michigan","Big Ten",NA,1977
"8524","Nebraska","Big 8",NA,1977
"8525","Washington","Pac-8",NA,1977
"8526","Southern California","Pac-8",NA,1977
"8527","Florida State","Ind",NA,1977
"8528","North Carolina","ACC",NA,1977
"8529","Clemson","ACC",NA,1977
"8530","Brigham Young","WAC",NA,1977
"8531","Texas A&M","SWC",NA,1977
"8532","Michigan State","Big Ten",NA,1977
"8533","UCLA","Pac-8",NA,1977
"8534","Arizona State","WAC",NA,1977
"8535","North Carolina State","ACC",NA,1977
"8536","Colorado","Big 8",NA,1977
"8537","San Diego State","Ind",NA,1977
"8538","Louisiana State","SEC",NA,1977
"8539","California","Pac-8",NA,1977
"8540","Maryland","ACC",NA,1977
"8541","North Texas","Ind",NA,1977
"8542","Stanford","Pac-8",NA,1977
"8543","Houston","SWC",NA,1977
"8544","Texas Tech","SWC",NA,1977
"8545","Missouri","Big 8",NA,1977
"8546","Georgia Tech","Ind",NA,1977
"8547","Iowa State","Big 8",NA,1977
"8548","Washington State","Pac-8",NA,1977
"8549","Syracuse","Ind",NA,1977
"8550","Mississippi","SEC",NA,1977
"8551","Duke","ACC",NA,1977
"8552","Florida","SEC",NA,1977
"8553","Baylor","SWC",NA,1977
"8554","Minnesota","Big Ten",NA,1977
"8555","Mississippi State","SEC",NA,1977
"8556","Fresno State","PCAA",NA,1977
"8557","Grambling State","SWAC",NA,1977
"8558","Colorado State","WAC",NA,1977
"8559","Navy","Ind",NA,1977
"8560","Tennessee","SEC",NA,1977
"8561","Auburn","SEC",NA,1977
"8562","Memphis","Ind",NA,1977
"8563","Georgia","SEC",NA,1977
"8564","Indiana","Big Ten",NA,1977
"8565","Purdue","Big Ten",NA,1977
"8566","South Carolina","Ind",NA,1977
"8567","East Carolina","Ind",NA,1977
"8568","West Virginia","Ind",NA,1977
"8569","Army","Ind",NA,1977
"8570","Iowa","Big Ten",NA,1977
"8571","Tennessee State","Ind",NA,1977
"8572","Southern Methodist","SWC",NA,1977
"8573","Boston College","Ind",NA,1977
"8574","Louisiana Tech","Southland",NA,1977
"8575","Miami (FL)","Ind",NA,1977
"8576","Ball State","MAC",NA,1977
"8577","Rutgers","Ind",NA,1977
"8578","Arizona","WAC",NA,1977
"8579","Miami (OH)","MAC",NA,1977
"8580","Oklahoma State","Big 8",NA,1977
"8581","Colgate","Ind",NA,1977
"8582","Yale","Ivy",NA,1977
"8583","Wisconsin","Big Ten",NA,1977
"8584","Kansas","Big 8",NA,1977
"8585","Central Michigan","MAC",NA,1977
"8586","Cincinnati","Ind",NA,1977
"8587","William & Mary","Ind",NA,1977
"8588","Pacific","PCAA",NA,1977
"8589","Southern Mississippi","Ind",NA,1977
"8590","Virginia Tech","Ind",NA,1977
"8591","Virginia Military Institute","Southern",NA,1977
"8592","Oregon State","Pac-8",NA,1977
"8593","Louisville","Ind",NA,1977
"8594","Hawaii","Ind",NA,1977
"8595","Tulane","Ind",NA,1977
"8596","New Mexico","WAC",NA,1977
"8597","Jackson State","SWAC",NA,1977
"8598","Temple","Ind",NA,1977
"8599","Louisiana","Southland",NA,1977
"8600","Brown","Ivy",NA,1977
"8601","Wyoming","WAC",NA,1977
"8602","Chattanooga","Southern",NA,1977
"8603","San Jose State","PCAA",NA,1977
"8604","Kansas State","Big 8",NA,1977
"8605","Utah State","Ind",NA,1977
"8606","Illinois","Big Ten",NA,1977
"8607","Vanderbilt","SEC",NA,1977
"8608","West Texas A&M","MVC",NA,1977
"8609","Long Beach State","PCAA",NA,1977
"8610","Villanova","Ind",NA,1977
"8611","Eastern Michigan","MAC",NA,1977
"8612","Dartmouth","Ivy",NA,1977
"8613","Oregon","Pac-8",NA,1977
"8614","Texas-Arlington","Southland",NA,1977
"8615","Texas Southern","SWAC",NA,1977
"8616","Western Michigan","MAC",NA,1977
"8617","Utah","WAC",NA,1977
"8618","Kent State","MAC",NA,1977
"8619","Air Force","Ind",NA,1977
"8620","Wichita State","MVC",NA,1977
"8621","Texas Christian","SWC",NA,1977
"8622","Princeton","Ivy",NA,1977
"8623","Virginia","ACC",NA,1977
"8624","Northwestern","Big Ten",NA,1977
"8625","Bowling Green","MAC",NA,1977
"8626","Pennsylvania","Ivy",NA,1977
"8627","Western Carolina","Southern",NA,1977
"8628","Northwestern State","Ind",NA,1977
"8629","Rice","SWC",NA,1977
"8630","Furman","Southern",NA,1977
"8631","Harvard","Ivy",NA,1977
"8632","The Citadel","Southern",NA,1977
"8633","New Mexico State","MVC",NA,1977
"8634","Cal State Fullerton","PCAA",NA,1977
"8635","Wake Forest","ACC",NA,1977
"8636","McNeese State","Southland",NA,1977
"8637","Richmond","Ind",NA,1977
"8638","Arkansas State","Southland",NA,1977
"8639","Mississippi Valley State","SWAC",NA,1977
"8640","Illinois State","Ind",NA,1977
"8641","Texas-El Paso","WAC",NA,1977
"8642","Columbia","Ivy",NA,1977
"8643","Southern","SWAC",NA,1977
"8644","Cornell","Ivy",NA,1977
"8645","Tulsa","MVC",NA,1977
"8646","Northern Illinois","MAC",NA,1977
"8647","Ohio","MAC",NA,1977
"8648","Alcorn State","SWAC",NA,1977
"8649","Appalachian State","Southern",NA,1977
"8650","Lamar","Southland",NA,1977
"8651","Holy Cross","Ind",NA,1977
"8652","Indiana State","Ind",NA,1977
"8653","Toledo","MAC",NA,1977
"8654","Prairie View A&M","SWAC",NA,1977
"8655","Drake","MVC",NA,1977
"8656","Marshall","Southern",NA,1977
"8657","Louisiana-Monroe","Ind",NA,1977
"8658","Southern Illinois","MVC",NA,1977
"8659","Alabama","SEC",NA,1978
"8660","Southern California","Pac-10",NA,1978
"8661","Oklahoma","Big 8",NA,1978
"8662","Penn State","Ind",NA,1978
"8663","Michigan","Big Ten",NA,1978
"8664","Nebraska","Big 8",NA,1978
"8665","Arkansas","SWC",NA,1978
"8666","Notre Dame","Ind",NA,1978
"8667","Texas","SWC",NA,1978
"8668","Houston","SWC",NA,1978
"8669","Michigan State","Big Ten",NA,1978
"8670","Washington","Pac-10",NA,1978
"8671","Clemson","ACC",NA,1978
"8672","Stanford","Pac-10",NA,1978
"8673","UCLA","Pac-10",NA,1978
"8674","Missouri","Big 8",NA,1978
"8675","Florida State","Ind",NA,1978
"8676","Georgia","SEC",NA,1978
"8677","Maryland","ACC",NA,1978
"8678","Louisiana State","SEC",NA,1978
"8679","Purdue","Big Ten",NA,1978
"8680","Ohio State","Big Ten",NA,1978
"8681","Texas Tech","SWC",NA,1978
"8682","Arizona State","Pac-10",NA,1978
"8683","Texas A&M","SWC",NA,1978
"8684","Southern Methodist","SWC",NA,1978
"8685","North Carolina State","ACC",NA,1978
"8686","Florida","SEC",NA,1978
"8687","Mississippi State","SEC",NA,1978
"8688","Arizona","Pac-10",NA,1978
"8689","Pittsburgh","Ind",NA,1978
"8690","North Texas","Ind",NA,1978
"8691","Tennessee","SEC",NA,1978
"8692","Baylor","SWC",NA,1978
"8693","Auburn","SEC",NA,1978
"8694","Iowa State","Big 8",NA,1978
"8695","Brigham Young","WAC",NA,1978
"8696","Navy","Ind",NA,1978
"8697","South Carolina","Ind",NA,1978
"8698","Colorado","Big 8",NA,1978
"8699","Tulsa","MVC",NA,1978
"8700","Georgia Tech","Ind",NA,1978
"8701","California","Pac-10",NA,1978
"8702","Miami (FL)","Ind",NA,1978
"8703","East Carolina","Ind",NA,1978
"8704","Kentucky","SEC",NA,1978
"8705","Southern Mississippi","Ind",NA,1978
"8706","Utah","WAC",NA,1978
"8707","Indiana","Big Ten",NA,1978
"8708","Oklahoma State","Big 8",NA,1978
"8709","Wisconsin","Big Ten",NA,1978
"8710","Louisville","Ind",NA,1978
"8711","Oregon","Pac-10",NA,1978
"8712","New Mexico","WAC",NA,1978
"8713","Washington State","Pac-10",NA,1978
"8714","Temple","Ind",NA,1978
"8715","Ball State","MAC",NA,1978
"8716","North Carolina","ACC",NA,1978
"8717","Mississippi","SEC",NA,1978
"8718","Furman","Southern",NA,1978
"8719","Central Michigan","MAC",NA,1978
"8720","Cincinnati","Ind",NA,1978
"8721","Rutgers","Ind",NA,1978
"8722","Oregon State","Pac-10",NA,1978
"8723","Wyoming","WAC",NA,1978
"8724","Hawaii","Ind",NA,1978
"8725","Minnesota","Big Ten",NA,1978
"8726","Tulane","Ind",NA,1978
"8727","Virginia Tech","Ind",NA,1978
"8728","Kansas State","Big 8",NA,1978
"8729","Utah State","PCAA",NA,1978
"8730","Nevada-Las Vegas","Ind",NA,1978
"8731","Chattanooga","Southern",NA,1978
"8732","Texas Christian","SWC",NA,1978
"8733","Rice","SWC",NA,1978
"8734","Duke","ACC",NA,1978
"8735","Appalachian State","Southern",NA,1978
"8736","Syracuse","Ind",NA,1978
"8737","Memphis","Ind",NA,1978
"8738","Louisiana Tech","Southland",NA,1978
"8739","McNeese State","Southland",NA,1978
"8740","Miami (OH)","MAC",NA,1978
"8741","Yale","Ivy",NA,1978
"8742","William & Mary","Ind",NA,1978
"8743","Texas-Arlington","Southland",NA,1978
"8744","Kansas","Big 8",NA,1978
"8745","Arkansas State","Southland",NA,1978
"8746","Richmond","Ind",NA,1978
"8747","San Diego State","WAC",NA,1978
"8748","San Jose State","PCAA",NA,1978
"8749","Louisiana-Monroe","Ind",NA,1978
"8750","Iowa","Big Ten",NA,1978
"8751","Colorado State","WAC",NA,1978
"8752","New Mexico State","MVC",NA,1978
"8753","Wake Forest","ACC",NA,1978
"8754","Illinois","Big Ten",NA,1978
"8755","Western Carolina","Southern",NA,1978
"8756","Holy Cross","Ind",NA,1978
"8757","Virginia","ACC",NA,1978
"8758","Cornell","Ivy",NA,1978
"8759","Brown","Ivy",NA,1978
"8760","Dartmouth","Ivy",NA,1978
"8761","West Virginia","Ind",NA,1978
"8762","The Citadel","Southern",NA,1978
"8763","Western Michigan","MAC",NA,1978
"8764","Army","Ind",NA,1978
"8765","Villanova","Ind",NA,1978
"8766","Wichita State","MVC",NA,1978
"8767","Drake","MVC",NA,1978
"8768","Pacific","PCAA",NA,1978
"8769","Vanderbilt","SEC",NA,1978
"8770","Southern Illinois","MVC",NA,1978
"8771","Harvard","Ivy",NA,1978
"8772","West Texas A&M","MVC",NA,1978
"8773","Bowling Green","MAC",NA,1978
"8774","Long Beach State","PCAA",NA,1978
"8775","Virginia Military Institute","Southern",NA,1978
"8776","Cal State Fullerton","PCAA",NA,1978
"8777","Louisiana","Southland",NA,1978
"8778","Northwestern","Big Ten",NA,1978
"8779","Northwestern State","Ind",NA,1978
"8780","Air Force","Ind",NA,1978
"8781","Boston College","Ind",NA,1978
"8782","Princeton","Ivy",NA,1978
"8783","Columbia","Ivy",NA,1978
"8784","Northern Illinois","MAC",NA,1978
"8785","Ohio","MAC",NA,1978
"8786","Lamar","Southland",NA,1978
"8787","Indiana State","MVC",NA,1978
"8788","Pennsylvania","Ivy",NA,1978
"8789","Colgate","Ind",NA,1978
"8790","Texas-El Paso","WAC",NA,1978
"8791","Fresno State","PCAA",NA,1978
"8792","Kent State","MAC",NA,1978
"8793","Marshall","Southern",NA,1978
"8794","Toledo","MAC",NA,1978
"8795","Eastern Michigan","MAC",NA,1978
"8796","Illinois State","Ind",NA,1978
"8797","Southern California","Pac-10",NA,1979
"8798","Alabama","SEC",NA,1979
"8799","Oklahoma","Big 8",NA,1979
"8800","Ohio State","Big Ten",NA,1979
"8801","Arkansas","SWC",NA,1979
"8802","Texas","SWC",NA,1979
"8803","Nebraska","Big 8",NA,1979
"8804","Houston","SWC",NA,1979
"8805","Pittsburgh","Ind",NA,1979
"8806","Brigham Young","WAC",NA,1979
"8807","North Carolina","ACC",NA,1979
"8808","Florida State","Ind",NA,1979
"8809","Washington","Pac-10",NA,1979
"8810","Texas A&M","SWC",NA,1979
"8811","Penn State","Ind",NA,1979
"8812","Michigan","Big Ten",NA,1979
"8813","Temple","Ind",NA,1979
"8814","Louisiana State","SEC",NA,1979
"8815","Clemson","ACC",NA,1979
"8816","Baylor","SWC",NA,1979
"8817","North Carolina State","ACC",NA,1979
"8818","Auburn","SEC",NA,1979
"8819","Tulane","Ind",NA,1979
"8820","Notre Dame","Ind",NA,1979
"8821","Maryland","ACC",NA,1979
"8822","Purdue","Big Ten",NA,1979
"8823","South Carolina","Ind",NA,1979
"8824","UCLA","Pac-10",NA,1979
"8825","Indiana","Big Ten",NA,1979
"8826","Tennessee","SEC",NA,1979
"8827","Missouri","Big 8",NA,1979
"8828","California","Pac-10",NA,1979
"8829","Virginia","ACC",NA,1979
"8830","East Carolina","Ind",NA,1979
"8831","Central Michigan","MAC",NA,1979
"8832","Arizona State","Pac-10",NA,1979
"8833","Syracuse","Ind",NA,1979
"8834","Georgia","SEC",NA,1979
"8835","Texas Tech","SWC",NA,1979
"8836","Iowa","Big Ten",NA,1979
"8837","Wake Forest","ACC",NA,1979
"8838","Minnesota","Big Ten",NA,1979
"8839","Stanford","Pac-10",NA,1979
"8840","Southern Mississippi","Ind",NA,1979
"8841","Arizona","Pac-10",NA,1979
"8842","Southern Methodist","SWC",NA,1979
"8843","Michigan State","Big Ten",NA,1979
"8844","Oklahoma State","Big 8",NA,1979
"8845","Utah State","PCAA",NA,1979
"8846","Kentucky","SEC",NA,1979
"8847","Texas-Arlington","Southland",NA,1979
"8848","Oregon","Pac-10",NA,1979
"8849","San Diego State","WAC",NA,1979
"8850","Rutgers","Ind",NA,1979
"8851","McNeese State","Southland",NA,1979
"8852","Navy","Ind",NA,1979
"8853","Hawaii","WAC",NA,1979
"8854","Mississippi","SEC",NA,1979
"8855","Mississippi State","SEC",NA,1979
"8856","Wisconsin","Big Ten",NA,1979
"8857","Miami (OH)","MAC",NA,1979
"8858","Georgia Tech","Ind",NA,1979
"8859","Chattanooga","Southern",NA,1979
"8860","Virginia Tech","Ind",NA,1979
"8861","Texas Christian","SWC",NA,1979
"8862","West Virginia","Ind",NA,1979
"8863","Boston College","Ind",NA,1979
"8864","Miami (FL)","Ind",NA,1979
"8865","Utah","WAC",NA,1979
"8866","Lamar","Southland",NA,1979
"8867","San Jose State","PCAA",NA,1979
"8868","Western Michigan","MAC",NA,1979
"8869","Nevada-Las Vegas","Ind",NA,1979
"8870","Toledo","MAC",NA,1979
"8871","East Tennessee State","Southern",NA,1979
"8872","Colorado","Big 8",NA,1979
"8873","Washington State","Pac-10",NA,1979
"8874","Ohio","MAC",NA,1979
"8875","Iowa State","Big 8",NA,1979
"8876","Tulsa","MVC",NA,1979
"8877","Kansas State","Big 8",NA,1979
"8878","Illinois","Big Ten",NA,1979
"8879","Louisville","Ind",NA,1979
"8880","New Mexico","WAC",NA,1979
"8881","Kansas","Big 8",NA,1979
"8882","West Texas A&M","MVC",NA,1979
"8883","Ball State","MAC",NA,1979
"8884","Western Carolina","Southern",NA,1979
"8885","Duke","ACC",NA,1979
"8886","Colorado State","WAC",NA,1979
"8887","Memphis","Ind",NA,1979
"8888","Florida","SEC",NA,1979
"8889","Rice","SWC",NA,1979
"8890","Southern Illinois","MVC",NA,1979
"8891","Yale","Ivy",NA,1979
"8892","North Texas","Ind",NA,1979
"8893","Northern Illinois","MAC",NA,1979
"8894","Appalachian State","Southern",NA,1979
"8895","Wyoming","WAC",NA,1979
"8896","The Citadel","Southern",NA,1979
"8897","Indiana State","MVC",NA,1979
"8898","Cincinnati","Ind",NA,1979
"8899","Villanova","Ind",NA,1979
"8900","Long Beach State","PCAA",NA,1979
"8901","Virginia Military Institute","Southern",NA,1979
"8902","Bowling Green","MAC",NA,1979
"8903","Arkansas State","Southland",NA,1979
"8904","Louisiana","Southland",NA,1979
"8905","Army","Ind",NA,1979
"8906","Fresno State","PCAA",NA,1979
"8907","Furman","Southern",NA,1979
"8908","Brown","Ivy",NA,1979
"8909","Oregon State","Pac-10",NA,1979
"8910","Northwestern","Big Ten",NA,1979
"8911","Drake","MVC",NA,1979
"8912","Air Force","Ind",NA,1979
"8913","Vanderbilt","SEC",NA,1979
"8914","Holy Cross","Ind",NA,1979
"8915","Connecticut","Ind",NA,1979
"8916","Cornell","Ivy",NA,1979
"8917","William & Mary","Ind",NA,1979
"8918","Pacific","PCAA",NA,1979
"8919","Louisiana Tech","Southland",NA,1979
"8920","Louisiana-Monroe","Ind",NA,1979
"8921","Princeton","Ivy",NA,1979
"8922","Dartmouth","Ivy",NA,1979
"8923","Texas-El Paso","WAC",NA,1979
"8924","Colgate","Ind",NA,1979
"8925","Wichita State","MVC",NA,1979
"8926","Cal State Fullerton","PCAA",NA,1979
"8927","Illinois State","Ind",NA,1979
"8928","Northwestern State","Ind",NA,1979
"8929","New Mexico State","MVC",NA,1979
"8930","Eastern Michigan","MAC",NA,1979
"8931","Harvard","Ivy",NA,1979
"8932","Marshall","Southern",NA,1979
"8933","Richmond","Ind",NA,1979
"8934","Kent State","MAC",NA,1979
"8935","Columbia","Ivy",NA,1979
"8936","Pennsylvania","Ivy",NA,1979
"8937","Nebraska","Big 8",NA,1980
"8938","Pittsburgh","Ind",NA,1980
"8939","Alabama","SEC",NA,1980
"8940","Florida State","Ind",NA,1980
"8941","Oklahoma","Big 8",NA,1980
"8942","Southern California","Pac-10",NA,1980
"8943","Michigan","Big Ten",NA,1980
"8944","Penn State","Ind",NA,1980
"8945","Georgia","SEC",NA,1980
"8946","North Carolina","ACC",NA,1980
"8947","UCLA","Pac-10",NA,1980
"8948","Brigham Young","WAC",NA,1980
"8949","Notre Dame","Ind",NA,1980
"8950","Ohio State","Big Ten",NA,1980
"8951","Baylor","SWC",NA,1980
"8952","Missouri","Big 8",NA,1980
"8953","Southern Methodist","SWC",NA,1980
"8954","Miami (FL)","Ind",NA,1980
"8955","Florida","SEC",NA,1980
"8956","Oregon","Pac-10",NA,1980
"8957","Arizona State","Pac-10",NA,1980
"8958","Mississippi State","SEC",NA,1980
"8959","Purdue","Big Ten",NA,1980
"8960","South Carolina","Ind",NA,1980
"8961","Washington","Pac-10",NA,1980
"8962","Maryland","ACC",NA,1980
"8963","Houston","SWC",NA,1980
"8964","Texas","SWC",NA,1980
"8965","Louisiana State","SEC",NA,1980
"8966","Tennessee","SEC",NA,1980
"8967","Southern Mississippi","Ind",NA,1980
"8968","Stanford","Pac-10",NA,1980
"8969","Iowa State","Big 8",NA,1980
"8970","Arkansas","SWC",NA,1980
"8971","Kansas","Big 8",NA,1980
"8972","Auburn","SEC",NA,1980
"8973","Tulane","Ind",NA,1980
"8974","Clemson","ACC",NA,1980
"8975","Virginia Tech","Ind",NA,1980
"8976","Navy","Ind",NA,1980
"8977","Wake Forest","ACC",NA,1980
"8978","Rice","SWC",NA,1980
"8979","Rutgers","Ind",NA,1980
"8980","Syracuse","Ind",NA,1980
"8981","Texas Tech","SWC",NA,1980
"8982","Boston College","Ind",NA,1980
"8983","North Carolina State","ACC",NA,1980
"8984","Mississippi","SEC",NA,1980
"8985","West Virginia","Ind",NA,1980
"8986","Tulsa","MVC",NA,1980
"8987","Indiana","Big Ten",NA,1980
"8988","Texas A&M","SWC",NA,1980
"8989","Nevada-Las Vegas","Ind",NA,1980
"8990","Washington State","Pac-10",NA,1980
"8991","Minnesota","Big Ten",NA,1980
"8992","McNeese State","Southland",NA,1980
"8993","Louisville","Ind",NA,1980
"8994","North Texas","Ind",NA,1980
"8995","Wyoming","WAC",NA,1980
"8996","Furman","Southern",NA,1980
"8997","Michigan State","Big Ten",NA,1980
"8998","Iowa","Big Ten",NA,1980
"8999","Oklahoma State","Big 8",NA,1980
"9000","Wisconsin","Big Ten",NA,1980
"9001","San Jose State","PCAA",NA,1980
"9002","Arizona","Pac-10",NA,1980
"9003","Illinois","Big Ten",NA,1980
"9004","Kentucky","SEC",NA,1980
"9005","Drake","MVC",NA,1980
"9006","The Citadel","Southern",NA,1980
"9007","California","Pac-10",NA,1980
"9008","Hawaii","WAC",NA,1980
"9009","Utah","WAC",NA,1980
"9010","Appalachian State","Southern",NA,1980
"9011","Kansas State","Big 8",NA,1980
"9012","Long Beach State","PCAA",NA,1980
"9013","Utah State","PCAA",NA,1980
"9014","Virginia","ACC",NA,1980
"9015","Colorado State","WAC",NA,1980
"9016","Georgia Tech","Ind",NA,1980
"9017","Duke","ACC",NA,1980
"9018","Chattanooga","Southern",NA,1980
"9019","Texas Christian","SWC",NA,1980
"9020","Villanova","Ind",NA,1980
"9021","Louisiana-Monroe","Ind",NA,1980
"9022","Central Michigan","MAC",NA,1980
"9023","Louisiana","Southland",NA,1980
"9024","Wichita State","MVC",NA,1980
"9025","Richmond","Ind",NA,1980
"9026","East Carolina","Ind",NA,1980
"9027","Miami (OH)","MAC",NA,1980
"9028","Yale","Ivy",NA,1980
"9029","New Mexico","WAC",NA,1980
"9030","Army","Ind",NA,1980
"9031","Vanderbilt","SEC",NA,1980
"9032","Ball State","MAC",NA,1980
"9033","Indiana State","MVC",NA,1980
"9034","Northern Illinois","MAC",NA,1980
"9035","Western Michigan","MAC",NA,1980
"9036","West Texas A&M","MVC",NA,1980
"9037","Temple","Ind",NA,1980
"9038","Air Force","WAC",NA,1980
"9039","Colorado","Big 8",NA,1980
"9040","Colgate","Ind",NA,1980
"9041","Ohio","MAC",NA,1980
"9042","San Diego State","WAC",NA,1980
"9043","New Mexico State","MVC",NA,1980
"9044","Louisiana Tech","Southland",NA,1980
"9045","Fresno State","PCAA",NA,1980
"9046","Memphis","Ind",NA,1980
"9047","Pacific","PCAA",NA,1980
"9048","Bowling Green","MAC",NA,1980
"9049","Cal State Fullerton","PCAA",NA,1980
"9050","Texas-Arlington","Southland",NA,1980
"9051","Brown","Ivy",NA,1980
"9052","Harvard","Ivy",NA,1980
"9053","Western Carolina","Southern",NA,1980
"9054","Cornell","Ivy",NA,1980
"9055","Virginia Military Institute","Southern",NA,1980
"9056","Cincinnati","Ind",NA,1980
"9057","Toledo","MAC",NA,1980
"9058","William & Mary","Ind",NA,1980
"9059","Southern Illinois","MVC",NA,1980
"9060","Oregon State","Pac-10",NA,1980
"9061","Northwestern","Big Ten",NA,1980
"9062","Princeton","Ivy",NA,1980
"9063","Lamar","Southland",NA,1980
"9064","Dartmouth","Ivy",NA,1980
"9065","Texas-El Paso","WAC",NA,1980
"9066","Illinois State","Ind",NA,1980
"9067","East Tennessee State","Southern",NA,1980
"9068","Holy Cross","Ind",NA,1980
"9069","Marshall","Southern",NA,1980
"9070","Kent State","MAC",NA,1980
"9071","Arkansas State","Southland",NA,1980
"9072","Pennsylvania","Ivy",NA,1980
"9073","Eastern Michigan","MAC",NA,1980
"9074","Columbia","Ivy",NA,1980
"9075","Penn State","Ind",NA,1981
"9076","Pittsburgh","Ind",NA,1981
"9077","Nebraska","Big 8",NA,1981
"9078","Georgia","SEC",NA,1981
"9079","Clemson","ACC",NA,1981
"9080","Southern Methodist","SWC",NA,1981
"9081","Miami (FL)","Ind",NA,1981
