"","player","pos","season","school_name","class"
"11250","Taylor Adway","F",2016,"Toledo","SO"
"11251","Zach Garber","C",2016,"Toledo","SR"
"11252","Daniel Dzierzawski","G",2016,"Toledo","JR"
"11253","Justin Roberts","G",2016,"Toledo","FR"
"11254","Lucas Antunez","G",2016,"Toledo","JR"
"11255","Matt Schaffer","G",2016,"Toledo","FR"
"11256","Fred John","F",2016,"Toledo","SO"
"11257","Tre'Shaun Fletcher","G",2017,"Toledo","SR"
"11258","Jaelan Sanford","G",2017,"Toledo","JR"
"11259","Nate Navigato","F",2017,"Toledo","JR"
"11260","Luke Knapke","C",2017,"Toledo","SO"
"11261","Marreon Jackson","G",2017,"Toledo","FR"
"11262","Taylor Adway","F",2017,"Toledo","JR"
"11263","Willie Jackson","F",2017,"Toledo","SO"
"11264","Justin Roberts","G",2017,"Toledo","SO"
"11265","Dylan Alderson","G",2017,"Toledo","FR"
"11266","James Gordon","F",2017,"Toledo","FR"
"11267","Dwayne Rose","G",2017,"Toledo","FR"
"11268","Vicpatrick Harris","G",2017,"Toledo","SR"
"11269","Matt Schaffer","G",2017,"Toledo","SO"
"11270","Jaelan Sanford","G",2018,"Toledo","SR"
"11271","Nate Navigato","F",2018,"Toledo","SR"
"11272","Marreon Jackson","G",2018,"Toledo","SO"
"11273","Luke Knapke","C",2018,"Toledo","JR"
"11274","Chris Darrington","G",2018,"Toledo","SR"
"11275","Willie Jackson","F",2018,"Toledo","JR"
"11276","Spencer Littleson","G",2018,"Toledo","SO"
"11277","AJ Edu","F",2018,"Toledo","FR"
"11278","Dylan Alderson","G",2018,"Toledo","SO"
"11279","James Gordon","F",2018,"Toledo","SO"
"11280","Logan Hill","F",2018,"Toledo","FR"
"11281","Matt Schaffer","G",2018,"Toledo","JR"
"11282","Blake Williams","G",2018,"Toledo","SO"
"11283","Marreon Jackson","G",2019,"Toledo","JR"
"11284","Luke Knapke","C",2019,"Toledo","SR"
"11285","Willie Jackson","F",2019,"Toledo","SR"
"11286","Spencer Littleson","G",2019,"Toledo","JR"
"11287","Keshaun Saunders","G",2019,"Toledo","FR"
"11288","Dylan Alderson","G",2019,"Toledo","JR"
"11289","Luke Maranka","F",2019,"Toledo","FR"
"11290","T.J. Smith","F",2019,"Toledo","FR"
"11291","Gavin Bizeau","F",2019,"Toledo","SO"
"11292","Donavan Moore","G",2019,"Toledo","FR"
"11293","Blake Williams","G",2019,"Toledo","JR"
"11294","Marreon Jackson","G",2020,"Toledo","SR"
"11295","Ryan Rollins","G",2020,"Toledo","FR"
"11296","Spencer Littleson","G",2020,"Toledo","SR"
"11297","Setric Millner","F",2020,"Toledo","JR"
"11298","JT Shumate","F",2020,"Toledo","JR"
"11299","Keshaun Saunders","G",2020,"Toledo","SO"
"11300","Mattia Acunzo","G",2020,"Toledo","FR"
"11301","Jonathan Komagum","F",2020,"Toledo","JR"
"11302","Jamere Hill","G",2020,"Toledo","FR"
"11303","Luke Maranka","F",2020,"Toledo","SO"
"11304","AJ Edu","F",2020,"Toledo","SO"
"11305","Blake Williams","G",2020,"Toledo","SR"
"11306","Ryan Rollins","G",2021,"Toledo","SO"
"11307","Setric Millner","F",2021,"Toledo","JR"
"11308","JT Shumate","F",2021,"Toledo","JR"
"11309","Rayj Dennis","G",2021,"Toledo","JR"
"11310","Ra'Heim Moss","G",2021,"Toledo","FR"
"11311","Keshaun Saunders","G",2021,"Toledo","JR"
"11312","Kooper Jacobi","F",2021,"Toledo","FR"
"11313","Mihai Carcoana","C",2021,"Toledo","FR"
"11314","EJ Farmer","G",2021,"Toledo","FR"
"11315","Elijah Wilson","G",2021,"Toledo","FR"
"11316","Jordan Burge","G",2021,"Toledo","JR"
"11317","AJ Edu","F",2021,"Toledo","JR"
"11318","Jamere Hill","G",2021,"Toledo","SO"
"11319","Rayj Dennis","G",2022,"Toledo","SR"
"11320","Setric Millner","F",2022,"Toledo","SR"
"11321","JT Shumate","F",2022,"Toledo","SR"
"11322","Dante Maddox","G",2022,"Toledo","JR"
"11323","Ra'Heim Moss","G",2022,"Toledo","SO"
"11324","EJ Farmer","G",2022,"Toledo","SO"
"11325","AJ Edu","F",2022,"Toledo","SR"
"11326","Andre Lorentsson","F",2022,"Toledo","JR"
"11327","Tyler Cochran","G",2022,"Toledo","SR"
"11328","Elijah Wilson","G",2022,"Toledo","SO"
"11329","J Wallace","G",2022,"Toledo","FR"
"11330","Ra'Heim Moss","G",2023,"Toledo","JR"
"11331","Dante Maddox","G",2023,"Toledo","JR"
"11332","Javan Simmons","F",2023,"Toledo","SO"
"11333","Sonny Wilson","G",2023,"Toledo","FR"
"11334","Tyler Cochran","G",2023,"Toledo","SR"
"11335","Andre Lorentsson","F",2023,"Toledo","JR"
"11336","Sam Lewis","G",2023,"Toledo","FR"
"11337","Bryce Ford","G",2023,"Toledo","FR"
"11338","Ben Wight","F",2023,"Toledo","JR"
"11339","Grgur Brcic","F",2023,"Toledo","FR"
"11340","Xavier Thomas","F",2023,"Toledo","FR"
"11341","Marko Maletic","G",2023,"Toledo","JR"
"11342","Justin Hurtt","G",2010,"Tulsa","SR"
"11343","Steven Idlet","F",2010,"Tulsa","JR"
"11344","Scottie Haralson","G",2010,"Tulsa","SO"
"11345","Jordan Clarkson","G",2010,"Tulsa","FR"
"11346","Bryson Pope","G",2010,"Tulsa","SO"
"11347","D.J. Magley","F",2010,"Tulsa","JR"
"11348","Joe Richard","F",2010,"Tulsa","JR"
"11349","Kodi Maduka","C",2010,"Tulsa","FR"
"11350","Tim Peete","G",2010,"Tulsa","FR"
"11351","Shane Heirman","G",2010,"Tulsa","SR"
"11352","Blondy Baruti","F",2010,"Tulsa","FR"
"11353","Glenn Andrews","G",2010,"Tulsa","JR"
"11354","Barrett Hunter","G",2010,"Tulsa","SO"
"11355","Donte Medder","G",2010,"Tulsa","SO"
"11356","Colter Morgan","F",2010,"Tulsa","JR"
"11357","Will Sanger","G",2010,"Tulsa","SR"
"11358","Ladarrius Whitehead","G",2010,"Tulsa","FR"
"11359","Jordan Clarkson","G",2011,"Tulsa","SO"
"11360","Scottie Haralson","G",2011,"Tulsa","JR"
"11361","Steven Idlet","F",2011,"Tulsa","SR"
"11362","Eric McClellan","G",2011,"Tulsa","FR"
"11363","Kodi Maduka","C",2011,"Tulsa","SO"
"11364","Tim Peete","G",2011,"Tulsa","SO"
"11365","D.J. Magley","F",2011,"Tulsa","SR"
"11366","Joe Richard","F",2011,"Tulsa","SR"
"11367","Rashad Smith","F",2011,"Tulsa","FR"
"11368","David Wishon","C",2011,"Tulsa","FR"
"11369","Will Sanger","G",2011,"Tulsa","SR"
"11370","Donte Medder","G",2011,"Tulsa","JR"
"11371","Jamie Booker","G",2011,"Tulsa","SO"
"11372","Jairus Coleman","G",2011,"Tulsa","FR"
"11373","James Woodard","G",2012,"Tulsa","FR"
"11374","Scottie Haralson","G",2012,"Tulsa","SR"
"11375","Patrick Swilling","G",2012,"Tulsa","JR"
"11376","Kauri Black","F",2012,"Tulsa","SR"
"11377","Shaquille Harrison","G",2012,"Tulsa","FR"
"11378","Rashad Ray","G",2012,"Tulsa","FR"
"11379","D'Andre Wright","F",2012,"Tulsa","FR"
"11380","Tim Peete","G",2012,"Tulsa","JR"
"11381","Zeldric King","F",2012,"Tulsa","FR"
"11382","Brandon Swannegan","F",2012,"Tulsa","FR"
"11383","Rashad Smith","F",2012,"Tulsa","SO"
"11384","Nick Wood","G",2012,"Tulsa","FR"
"11385","Jamie Booker","G",2012,"Tulsa","SR"
"11386","James Woodard","G",2013,"Tulsa","SO"
"11387","Rashad Smith","F",2013,"Tulsa","SO"
"11388","Shaquille Harrison","G",2013,"Tulsa","SO"
"11389","D'Andre Wright","F",2013,"Tulsa","SO"
"11390","Rashad Ray","G",2013,"Tulsa","SO"
"11391","Lew Evans","F",2013,"Tulsa","SO"
"11392","Tim Peete","G",2013,"Tulsa","SR"
"11393","Patrick Swilling","G",2013,"Tulsa","SR"
"11394","Brandon Swannegan","F",2013,"Tulsa","SO"
"11395","Stevie Repichowski","G",2013,"Tulsa","FR"
"11396","Marquel Curtis","G",2013,"Tulsa","SO"
"11397","Nick Wood","G",2013,"Tulsa","SO"
"11398","Barrett Hunter","G",2013,"Tulsa","SR"
"11399","TK Edogi","F",2013,"Tulsa","FR"
"11400","Riley Kemmer","F",2013,"Tulsa","FR"
"11401","James Woodard","G",2014,"Tulsa","JR"
"11402","Shaquille Harrison","G",2014,"Tulsa","JR"
"11403","Rashad Smith","F",2014,"Tulsa","JR"
"11404","Rashad Ray","G",2014,"Tulsa","JR"
"11405","Marquel Curtis","G",2014,"Tulsa","JR"
"11406","D'Andre Wright","F",2014,"Tulsa","JR"
"11407","Brandon Swannegan","F",2014,"Tulsa","JR"
"11408","TK Edogi","F",2014,"Tulsa","SO"
"11409","Stevie Repichowski","G",2014,"Tulsa","SO"
"11410","Keondre Dew","F",2014,"Tulsa","FR"
"11411","Emmanuel Ezechinonso","C",2014,"Tulsa","JR"
"11412","Micah Littlejohn","G",2014,"Tulsa","FR"
"11413","Nick Wood","G",2014,"Tulsa","JR"
"11414","Shaquille Harrison","G",2015,"Tulsa","SR"
"11415","James Woodard","G",2015,"Tulsa","SR"
"11416","Pat Birt","G",2015,"Tulsa","JR"
"11417","Rashad Smith","F",2015,"Tulsa","SR"
"11418","Brandon Swannegan","F",2015,"Tulsa","SR"
"11419","Marquel Curtis","G",2015,"Tulsa","SR"
"11420","D'Andre Wright","F",2015,"Tulsa","SR"
"11421","Rashad Ray","G",2015,"Tulsa","SR"
"11422","Sterling Taplin","G",2015,"Tulsa","FR"
"11423","Nick Wood","G",2015,"Tulsa","SR"
"11424","Kajon Brown","G",2015,"Tulsa","FR"
"11425","Emmanuel Ezechinonso","C",2015,"Tulsa","SR"
"11426","Junior Etou","F",2016,"Tulsa","JR"
"11427","Sterling Taplin","G",2016,"Tulsa","SO"
"11428","Pat Birt","G",2016,"Tulsa","SR"
"11429","Jaleel Wheeler","G",2016,"Tulsa","JR"
"11430","Corey Henderson","G",2016,"Tulsa","JR"
"11431","Martins Igbanu","F",2016,"Tulsa","FR"
"11432","TK Edogi","F",2016,"Tulsa","JR"
"11433","Will Magnay","F",2016,"Tulsa","FR"
"11434","Lawson Korita","G",2016,"Tulsa","FR"
"11435","Travis Atson","F",2016,"Tulsa","FR"
"11436","Geno Artison","F",2016,"Tulsa","SO"
"11437","Joseph Battle","G",2016,"Tulsa","FR"
"11438","Corey Haith","G",2016,"Tulsa","SR"
"11439","Alex Foree","F",2016,"Tulsa","SO"
"11440","Junior Etou","F",2017,"Tulsa","SR"
"11441","Sterling Taplin","G",2017,"Tulsa","JR"
"11442","Corey Henderson","G",2017,"Tulsa","SR"
"11443","Martins Igbanu","F",2017,"Tulsa","SO"
"11444","DaQuan Jeffries","G",2017,"Tulsa","JR"
"11445","Curran Scott","G",2017,"Tulsa","SO"
"11446","Jaleel Wheeler","G",2017,"Tulsa","SR"
"11447","Elijah Joiner","G",2017,"Tulsa","FR"
"11448","Lawson Korita","G",2017,"Tulsa","SO"
"11449","Geno Artison","F",2017,"Tulsa","JR"
"11450","Darien Jackson","G",2017,"Tulsa","FR"
"11451","Alex Foree","F",2017,"Tulsa","JR"
"11452","DaQuan Jeffries","G",2018,"Tulsa","SR"
"11453","Martins Igbanu","F",2018,"Tulsa","JR"
"11454","Jeriah Horne","F",2018,"Tulsa","SO"
"11455","Sterling Taplin","G",2018,"Tulsa","SR"
"11456","Curran Scott","G",2018,"Tulsa","JR"
"11457","Lawson Korita","G",2018,"Tulsa","JR"
"11458","Elijah Joiner","G",2018,"Tulsa","SO"
"11459","Darien Jackson","G",2018,"Tulsa","SO"
"11460","Chris Barnes","G",2018,"Tulsa","SO"
"11461","Zeke Moore","G",2018,"Tulsa","SO"
"11462","Simon Falokun","F",2018,"Tulsa","SO"
"11463","Peter Hewitt","F",2018,"Tulsa","SO"
"11464","Lindsay Deline","G",2018,"Tulsa","SR"
