"","player","schl","season","total_games","total_starts","total_min","next_season"
"461","Alex Bran","Chattanooga",2014,13,0,76,2015
"462","Alex Bran","Chattanooga",2015,18,0,92,2016
"463","Alex Brantley","Western Illinois",2019,1,0,0,2020
"464","Alex Budke","Oklahoma State",2012,9,0,12,2013
"465","Alex Budke","Oklahoma State",2013,7,0,9,2014
"466","Alex Budke","Oklahoma State",2014,6,0,11,2015
"467","Alex Desir","Oral Roberts",2010,6,0,14,2011
"468","Alex Dragicevich","Notre Dame",2010,14,0,62,2011
"469","Alex Dragicevich","Notre Dame",2011,34,10,709,2012
"470","Alex Dubovitskiy","Chicago State",2016,22,1,185,2017
"471","Alex Dubovitskiy","Chicago State",2017,24,1,196,2018
"472","Alex Eppensteiner","Cincinnati",2010,7,0,10,2011
"473","Alex Eppensteiner","Cincinnati",2011,8,0,17,2012
"474","Alex Eppensteiner","Cincinnati",2012,7,1,13,2013
"475","Alex Etherington","Indiana State",2014,26,0,383,2015
"476","Alex Foree","Tulsa",2016,1,0,1,2017
"477","Alex Foree","Tulsa",2017,3,0,3,2018
"478","Alex Foree","Tulsa",2018,2,1,3,2019
"479","Alex Foster","Bradley",2016,19,2,103,2017
"480","Alex Gauna","Michigan State",2011,30,0,142,2012
"481","Alex Gauna","Michigan State",2012,35,3,214,2013
"482","Alex Gauna","Michigan State",2013,29,6,206,2014
"483","Alex Gendelman","Vanderbilt",2012,3,0,4,2013
"484","Alex Gross","Morehead State",2022,34,34,833,2023
"485","Alex Holcombe","Youngstown State",2018,20,0,107,2019
"486","Alex Huibregtse","Wright State",2020,24,0,350,2021
"487","Alex Huibregtse","Wright State",2021,3,1,39,2022
"488","Alex Huibregtse","Wright State",2022,33,12,783,2023
"489","Alex Huibregtse","Wright State",2023,7,7,194,2024
"490","Alex Illikainen","Wisconsin",2015,33,0,324,2016
"491","Alex Illikainen","Wisconsin",2016,27,0,224,2017
"492","Alex Illikainen","Wisconsin",2017,25,0,170,2018
"493","Alex Jones","Lipscomb",2018,35,0,266,2019
"494","Alex Jones","Lipscomb",2019,8,0,78,2020
"495","Alex Jones","Lipscomb",2020,15,3,177,2021
"496","Alex Kotov","Illinois State",2020,12,1,96,2021
"497","Alex Kotov","Illinois State",2022,23,1,139,2023
"498","Alex Lomax","Memphis",2018,35,11,696,2019
"499","Alex Lomax","Memphis",2019,31,4,751,2020
"500","Alex Lomax","Memphis",2020,19,4,410,2021
"501","Alex Lomax","Memphis",2021,28,23,751,2022
"502","Alex Lomax","Memphis",2022,24,16,664,2023
"503","Alex Lubsey","Eastern Illinois",2011,11,0,47,2012
"504","Alex Lubsey","Eastern Illinois",2012,24,0,103,2013
"505","Alex Marcotullio","Northwestern",2010,34,7,788,2011
"506","Alex Marcotullio","Northwestern",2011,29,6,598,2012
"507","Alex Marcotullio","Northwestern",2012,31,6,634,2013
"508","Alex Matthews","Evansville",2020,6,0,58,2021
"509","Alex Moffatt","Memphis",2016,9,1,25,2017
"510","Alex Moffatt","Memphis",2017,2,0,7,2018
"511","Alex Newlin","Southern Illinois-Edwardsville",2010,13,1,51,2011
"512","Alex O'Connell","Creighton",2020,24,0,233,2021
"513","Alex O'Connell","Creighton",2021,35,35,1139,2022
"514","Alex Olah","Northwestern",2012,31,29,687,2013
"515","Alex Olah","Northwestern",2013,33,32,974,2014
"516","Alex Olah","Northwestern",2014,32,32,941,2015
"517","Alex Olah","Northwestern",2015,26,21,623,2016
"518","Alex Olsen","Creighton",2012,17,0,33,2013
"519","Alex Olsen","Creighton",2013,13,0,27,2014
"520","Alex Oriakhi","Missouri",2012,34,34,878,2013
"521","Alex Phillips","Omaha",2012,31,26,654,2013
"522","Alex Phillips","Omaha",2013,31,1,507,2014
"523","Alex Pickert","Denver",2010,6,0,19,2011
"524","Alex Pickert","Denver",2011,11,0,16,2012
"525","Alex Potuzak","Kansas State",2010,10,0,19,2011
"526","Alex Prahl","Milwaukee",2014,20,0,87,2015
"527","Alex Prahl","Milwaukee",2015,9,0,25,2016
"528","Alex Prahl","Milwaukee",2016,6,1,13,2017
"529","Alex Prahl","Milwaukee",2017,11,0,20,2018
"530","Alex Raiford","Chicago State",2023,1,0,2,2024
"531","Alex Rogers","Ohio State",2012,10,0,21,2013
"532","Alex Rossi","Valparaiso",2012,9,0,46,2013
"533","Alex Rubin","Illinois State",2010,31,19,691,2011
"534","Alex Tostado","Chattanooga",2019,5,0,10,2020
"535","Alex Tostado","Chattanooga",2020,1,0,5,2021
"536","Alex Vargo","Youngstown State",2020,22,5,303,2021
"537","Alex Wade","Notre Dame",2022,5,0,6,2023
"538","Alex Wade","Notre Dame",2023,2,0,7,2024
"539","Alex Welhouse","Omaha",2012,31,31,836,2013
"540","Alex Wilbourn","Youngstown State",2017,4,0,14,2018
"541","Alex Wolf","Western Michigan",2010,33,1,583,2011
"542","Alex Young","IUPUI",2010,33,32,1208,2011
"543","Alex Young","IUPUI",2011,32,31,1050,2012
"544","Alfonso Plummer","Illinois",2021,33,29,995,2022
"545","Alfonzo McKinnie","Eastern Illinois",2010,25,5,294,2011
"546","Alfonzo McKinnie","Eastern Illinois",2011,29,28,689,2012
"547","Alfonzo McKinnie","Green Bay",2013,9,0,115,2014
"548","Alfonzo McKinnie","Green Bay",2014,33,20,713,2015
"549","Alfred Jones","Tennessee Tech",2010,33,30,757,2011
"550","Alfredo Boglio","Robert Morris",2023,7,2,130,2024
"551","Ali Abdou Dibba","Chicago State",2021,5,2,130,2022
"552","Ali Ali","Akron",2019,31,11,361,2020
"553","Ali Ali","Akron",2020,23,23,559,2021
"554","Ali Ali","Akron",2021,34,32,1163,2022
"555","Ali Ali","Butler",2022,18,12,491,2023
"556","Ali Barnes","Miami (OH)",2015,14,1,195,2016
"557","Ali Farhat","Eastern Michigan",2013,12,0,29,2014
"558","Alihan Demir","Minnesota",2019,31,30,770,2020
"559","Alize Johnson","Missouri State",2016,33,33,997,2017
"560","Alize Johnson","Missouri State",2017,33,33,1028,2018
"561","Alize Travis","Northern Illinois",2018,7,2,88,2019
"562","Aljami Durham","Indiana",2017,31,9,583,2018
"563","Aljami Durham","Indiana",2018,34,30,974,2019
"564","Aljami Durham","Indiana",2019,32,32,846,2020
"565","Aljami Durham","Indiana",2020,26,26,845,2021
"566","Aljaz Kunc","Iowa State",2021,35,10,785,2022
"567","Aljaz Kunc","Iowa State",2022,23,16,571,2023
"568","Allan Saint-Gelais","South Dakota",2011,27,17,478,2012
"569","Allante Holston","Indiana State",2018,31,19,664,2019
"570","Allen Roberts","Miami (OH)",2010,33,17,793,2011
"571","Allen Roberts","Miami (OH)",2012,29,21,796,2013
"572","Allen Strothers","East Tennessee State",2022,29,28,774,2023
"573","Allen Strothers","East Tennessee State",2023,1,0,1,2024
"574","Almar Atlason","Bradley",2023,7,0,125,2024
"575","Alonde Legrand","Detroit Mercy",2019,29,20,499,2020
"576","Alondes Williams","Oklahoma",2019,31,10,516,2020
"577","Alondes Williams","Oklahoma",2020,24,14,444,2021
"578","Alonzo Chatman","Morehead State",2016,5,0,28,2017
"579","Alonzo Chatman","Morehead State",2017,24,6,289,2018
"580","Alonzo Gaffney","Ohio State",2019,17,0,115,2020
"581","Alonzo Nelson-Ododa","Pittsburgh",2015,31,5,251,2016
"582","Alonzo Traylor","North Dakota",2012,8,0,132,2013
"583","Alonzo Traylor","North Dakota",2013,31,6,515,2014
"584","Alonzo Verge","Nebraska",2021,31,31,881,2022
"585","Alonzo Walker","Kent State",2016,28,2,309,2017
"586","Alou Dillon","South Dakota State",2018,18,2,125,2019
"587","Alou Dillon","South Dakota State",2019,24,0,170,2020
"588","Alperen Kurnaz","Denver",2018,27,3,295,2019
"589","Alperen Kurnaz","Denver",2019,31,16,515,2020
"590","Alston Andrews","Illinois State",2020,12,1,89,2021
"591","Alston Andrews","Illinois State",2021,14,0,67,2022
"592","Alston Andrews","Illinois State",2022,7,0,14,2023
"593","Alston Mason","Missouri State",2022,31,20,838,2023
"594","Alston Mason","Missouri State",2023,6,6,194,2024
"595","Alston Mason","Oklahoma",2021,18,0,111,2022
"596","Alterique Gilbert","Wichita State",2020,22,20,652,2021
"597","Alton Williams","Austin Peay",2010,9,0,50,2011
"598","Alton Williams","Austin Peay",2011,10,2,83,2012
"599","Alvaro Folgueiras","Robert Morris",2023,7,0,100,2024
"600","Alvin Ellis","Michigan State",2013,36,1,283,2014
"601","Alvin Ellis","Michigan State",2014,32,1,274,2015
"602","Alvin Ellis","Michigan State",2015,33,0,251,2016
"603","Alvin Ellis","Michigan State",2016,35,8,678,2017
"604","Amaad Wainright","Kansas State",2017,36,0,470,2018
"605","Amadou Sylla","Tennessee Tech",2019,31,11,588,2020
"606","Amadou Sylla","Tennessee Tech",2020,20,4,368,2021
"607","Amadou Sylla","Tennessee Tech",2021,32,10,566,2022
"608","Amani Drummond","Central Michigan",2022,15,3,230,2023
"609","Amani Hansberry","Illinois",2023,5,0,75,2024
"610","Amani Lyles","Akron",2022,28,0,128,2023
"611","Amani Lyles","Akron",2023,4,0,35,2024
"612","Amanze Egekeze","Belmont",2014,33,24,661,2015
"613","Amanze Egekeze","Belmont",2015,31,31,705,2016
"614","Amanze Egekeze","Belmont",2016,30,29,817,2017
"615","Amanze Egekeze","Belmont",2017,33,33,1139,2018
"616","Amar Kuljuhovic","North Dakota",2023,7,2,138,2024
"617","Amari Davis","Green Bay",2019,33,27,946,2020
"618","Amari Davis","Green Bay",2020,25,24,883,2021
"619","Amari Davis","Missouri",2021,32,13,870,2022
"620","Amari Davis","Wright State",2022,32,21,634,2023
"621","Amari Jedkins","Green Bay",2023,7,2,126,2024
"622","Amath M'Baye","Oklahoma",2012,32,32,800,2013
"623","Amedeo Della Valle","Ohio State",2012,15,0,108,2013
"624","Amedeo Della Valle","Ohio State",2013,33,0,393,2014
"625","Amhad Jarrard","IUPUI",2022,22,9,430,2023
"626","Amir Allen","Milwaukee",2018,31,30,515,2019
"627","Amir Allen","Milwaukee",2019,23,10,291,2020
"628","Amir Allen","Milwaukee",2020,22,11,425,2021
"629","Amir Coffey","Minnesota",2016,33,33,1097,2017
"630","Amir Coffey","Minnesota",2017,18,18,569,2018
"631","Amir Coffey","Minnesota",2018,36,36,1267,2019
"632","Amir Gholizadeh","Chicago State",2019,29,11,657,2020
"633","Amir Harris","Nebraska",2018,23,2,268,2019
"634","Amir Rashid","Central Michigan",2010,18,15,534,2011
"635","Amir Williams","Ohio State",2011,29,0,190,2012
"636","Amir Williams","Ohio State",2012,37,26,611,2013
"637","Amir Williams","Ohio State",2013,35,35,809,2014
"638","Amir Williams","Ohio State",2014,33,28,644,2015
"639","Ammanuel Diressa","Tennessee Tech",2012,28,0,257,2013
"640","Ammanuel Diressa","Tennessee Tech",2013,15,2,118,2014
"641","Amorey Womack","Tennessee State",2020,20,0,221,2021
"642","Amoro Lado","Lindenwood",2023,6,0,45,2024
"643","Anali Okoloji","Eastern Michigan",2014,35,24,588,2015
"644","Anastasios Demogerontas","Northern Illinois",2017,30,0,450,2018
"645","Anastasios Demogerontas","Northern Illinois",2018,7,3,102,2019
"646","Anders Broman","South Dakota State",2013,26,5,372,2014
"647","Anders Broman","South Dakota State",2014,19,0,114,2015
"648","Anderson Mirambeaux","Cleveland State",2021,25,0,137,2022
"649","Anderson Mirambeaux","Miami (OH)",2022,32,31,819,2023
"650","Andre Almeida","Nebraska",2010,30,3,447,2011
"651","Andre Almeida","Nebraska",2012,29,17,422,2013
"652","Andre Coimbra","Central Michigan",2010,31,11,607,2011
"653","Andre Coimbra","Central Michigan",2011,32,26,889,2012
"654","Andre Curbelo","Illinois",2020,31,0,668,2021
"655","Andre Curbelo","Illinois",2021,19,4,367,2022
"656","Andre Edwards","East Tennessee State",2017,4,0,60,2018
"657","Andre Frederick","Robert Morris",2014,24,0,179,2015
"658","Andre Frederick","Robert Morris",2015,27,6,361,2016
"659","Andre Harris","Wright State",2020,11,0,49,2021
"660","Andre Hollins","Minnesota",2011,37,21,780,2012
"661","Andre Hollins","Minnesota",2012,34,32,1021,2013
"662","Andre Hollins","Minnesota",2013,36,36,1099,2014
"663","Andre Hollins","Minnesota",2014,33,33,1007,2015
"664","Andre Ingram","Minnesota",2011,30,1,266,2012
"665","Andre Ingram","Minnesota",2012,33,2,338,2013
"666","Andre Lorentsson","Toledo",2022,34,0,261,2023
"667","Andre Lorentsson","Toledo",2023,6,0,96,2024
"668","Andre McPhail","Buffalo",2012,10,0,33,2013
"669","Andre Rafus","Eastern Michigan",2018,5,0,44,2019
"670","Andre Screen","Butler",2023,8,0,108,2024
"671","Andre Walker","Vanderbilt",2010,15,8,265,2011
"672","Andre Walker","Xavier",2011,36,33,1011,2012
"673","Andre Wallace","South Dakota State",2016,26,6,388,2017
"674","Andre Washington","Illinois State",2016,17,0,82,2017
"675","Andre Wesson","Ohio State",2016,29,0,326,2017
"676","Andre Wesson","Ohio State",2017,34,5,629,2018
"677","Andre Wesson","Ohio State",2018,35,34,1049,2019
"678","Andre Wesson","Ohio State",2019,29,23,896,2020
"679","Andre Yates","Cleveland State",2014,33,22,729,2015
"680","Andre Yates","Cleveland State",2015,30,28,850,2016
"681","Andre Yates","Creighton",2012,28,0,149,2013
"682","Andres Feliz","Illinois",2018,33,5,737,2019
"683","Andres Feliz","Illinois",2019,31,15,830,2020
"684","Andres Iarrazabel","Tennessee-Martin",2010,33,27,803,2011
"685","Andrew Alia","Drake",2023,3,0,10,2024
"686","Andrew Barrett","Drake",2019,6,0,19,2020
"687","Andrew Barrett","Drake",2020,9,0,25,2021
"688","Andrew Bergan","North Dakota",2020,3,0,9,2021
"689","Andrew Brommer","Iowa",2010,31,0,388,2011
"690","Andrew Brommer","Iowa",2011,30,0,237,2012
"691","Andrew Calomeris","Indiana",2013,4,0,5,2014
"692","Andrew Chrabascz","Butler",2013,31,10,599,2014
"693","Andrew Chrabascz","Butler",2014,30,29,861,2015
"694","Andrew Chrabascz","Butler",2015,33,31,996,2016
"695","Andrew Chrabascz","Butler",2016,34,34,1112,2017
"696","Andrew Dakich","Michigan",2013,12,0,24,2014
"697","Andrew Dakich","Michigan",2014,13,0,69,2015
"698","Andrew Dakich","Michigan",2015,24,0,110,2016
"699","Andrew Dakich","Ohio State",2017,34,1,646,2018
"700","Andrew Fitzgerald","Oklahoma",2010,32,32,985,2011
"701","Andrew Fitzgerald","Oklahoma",2011,31,31,869,2012
"702","Andrew Fitzgerald","Oklahoma",2012,32,1,502,2013
"703","Andrew Fleming","Iowa",2015,12,0,80,2016
"704","Andrew Fleming","Lipscomb",2017,32,1,267,2018
"705","Andrew Fleming","Lipscomb",2018,34,0,339,2019
"706","Andrew Fleming","Lipscomb",2019,32,31,836,2020
"707","Andrew Garcia","Kent State",2021,25,24,535,2022
"708","Andrew Goldstein","Ohio State",2013,2,0,2,2014
"709","Andrew Hooper","Denver",2010,20,12,315,2011
"710","Andrew Houts","Chattanooga",2013,10,0,35,2014
"711","Andrew Jones","Missouri",2011,12,0,25,2012
"712","Andrew Kallman","North Dakota State",2021,18,2,167,2022
"713","Andrew King","Illinois-Chicago",2023,2,0,27,2024
"714","Andrew Lewis","Chicago State",2019,26,18,768,2020
"715","Andrew Lewis","Chicago State",2020,2,2,27,2021
"716","Andrew Lewis","Chicago State",2021,6,1,57,2022
"717","Andrew Merfeld","Creighton",2020,5,0,10,2021
"718","Andrew Mitchell","Iowa State",2010,8,0,9,2011
"719","Andrew Mitchell","Xavier",2014,3,0,4,2015
"720","Andrew Morgan","North Dakota State",2021,21,0,242,2022
"721","Andrew Morgan","North Dakota State",2022,32,30,690,2023
"722","Andrew Morgan","North Dakota State",2023,8,8,154,2024
"723","Andrew Rowsey","Marquette",2016,32,9,667,2017
"724","Andrew Rowsey","Marquette",2017,35,32,1143,2018
"725","Andrew Smith","Butler",2010,38,31,909,2011
"726","Andrew Smith","Butler",2011,37,36,977,2012
"727","Andrew Smith","Butler",2012,35,35,964,2013
"728","Andrew Taylor","Xavier",2010,31,1,327,2011
"729","Andrew Warren","Bradley",2010,32,32,1173,2011
"730","Andrew Welage","Wright State",2020,11,0,80,2021
"731","Andrew Welage","Wright State",2021,34,0,513,2022
"732","Andrew Welage","Wright State",2022,33,5,558,2023
"733","Andrew Welage","Wright State",2023,7,0,125,2024
"734","Andrew Wells","Eastern Michigan",2020,7,0,39,2021
"735","Andrew Wells","Eastern Michigan",2021,6,0,6,2022
"736","Andrew Wells","Eastern Michigan",2022,3,0,4,2023
"737","Andrew White","Kansas",2012,25,0,125,2013
"738","Andrew White","Kansas",2013,18,0,113,2014
"739","Andrew White","Nebraska",2015,34,34,1010,2016
"740","Andrew Wiggins","Kansas",2013,35,35,1148,2014
"741","Andrew Zelis","Northern Illinois",2015,27,0,196,2016
"742","Andrew Zelis","Northern Illinois",2017,11,0,65,2018
"743","Andris Kehris","Vanderbilt",2012,2,0,3,2013
"744","Andy Chinn","Evansville",2010,3,0,4,2011
"745","Andy Chinn","Evansville",2011,5,0,6,2012
"746","Andy Chinn","Evansville",2012,3,0,5,2013
"747","Andy Nagel","North Dakota State",2010,28,0,250,2011
"748","Andy Neff","Wright State",2018,8,0,15,2019
"749","Andy Neff","Wright State",2019,8,0,24,2020
"750","Andy Neff","Wright State",2020,10,0,25,2021
"751","Andy Neff","Wright State",2021,11,0,55,2022
"752","Andy Neff","Wright State",2022,9,0,36,2023
"753","Andy Polka","Loyola (IL)",2010,31,11,782,2011
"754","Andy Rosburg","Missouri",2011,15,0,28,2012
"755","Andy Smeathers","Butler",2011,23,0,124,2012
"756","Andy Smeathers","Butler",2012,20,0,48,2013
"757","Andy Van Vliet","Wisconsin",2016,13,0,48,2017
"758","Andy Van Vliet","Wisconsin",2017,17,4,131,2018
"759","Anfernee Brown","Purdue",2013,5,0,9,2014
"760","Anfernee Brown","Purdue",2014,3,0,11,2015
"761","Angel Aparicio","Toledo",2014,11,0,15,2015
"762","Angel Garcia","Memphis",2010,9,0,104,2011
"763","Angel Rodriguez","Kansas State",2011,32,17,694,2012
"764","Angel Rodriguez","Kansas State",2012,33,33,930,2013
"765","Angelo Stuart","Milwaukee",2022,31,7,410,2023
"766","Angelo Stuart","Milwaukee",2023,7,0,103,2024
"767","Angelo Warner","Morehead State",2011,33,16,679,2012
"768","Angelo Warner","Morehead State",2012,31,29,830,2013
"769","Angelo Warner","Morehead State",2013,34,34,1184,2014
"770","Angelo Warner","Morehead State",2014,32,18,913,2015
"771","Anquan Boldin Jr.","Buffalo",2023,7,4,197,2024
"772","Anselm Uzuegbunem","Southern Illinois-Edwardsville",2018,30,30,663,2019
"773","Anselm Uzuegbunem","Southern Illinois-Edwardsville",2019,31,31,656,2020
"774","Anthanee Doyle","Chattanooga",2013,11,0,72,2014
"775","Anthony Allen","Oklahoma State",2014,25,2,179,2015
"776","Anthony Allen","Oklahoma State",2015,31,12,345,2016
"777","Anthony Beane","Southern Illinois",2012,31,21,901,2013
"778","Anthony Beane","Southern Illinois",2013,33,33,1126,2014
"779","Anthony Beane","Southern Illinois",2014,33,33,1148,2015
"780","Anthony Beane","Southern Illinois",2015,32,32,1097,2016
"781","Anthony Booker","Iowa State",2011,32,0,370,2012
"782","Anthony Booker","Iowa State",2012,30,9,348,2013
"783","Anthony Brown","Green Bay",2015,29,5,324,2016
"784","Anthony Campbell","Austin Peay",2010,10,10,314,2011
"785","Anthony Campbell","Austin Peay",2011,10,3,151,2012
"786","Anthony Campbell","Austin Peay",2012,30,29,930,2013
"787","Anthony Clemmons","Iowa",2012,38,13,638,2013
"788","Anthony Clemmons","Iowa",2013,32,0,363,2014
"789","Anthony Clemmons","Iowa",2014,34,12,677,2015
"790","Anthony Clemmons","Iowa",2015,33,33,976,2016
"791","Anthony Cole","Memphis",2012,8,0,9,2013
"792","Anthony Cole","Memphis",2013,5,0,10,2014
"793","Anthony Cousin","Illinois State",2010,31,22,734,2011
"794","Anthony Cousin","Illinois State",2011,34,14,874,2012
"795","Anthony Cousin","Illinois State",2012,27,1,227,2013
"796","Anthony Criswell","Missouri",2012,31,4,582,2013
"797","Anthony Criswell","Missouri",2013,28,0,388,2014
"798","Anthony Crump","Middle Tennessee",2018,9,7,155,2019
"799","Anthony Crump","Middle Tennessee",2019,26,0,306,2020
"800","Anthony Crump","Northern Illinois",2020,17,11,383,2021
"801","Anthony Crump","Northern Illinois",2021,30,25,710,2022
"802","Anthony Crump","Northern Illinois",2022,32,31,782,2023
"803","Anthony Crump","Western Michigan",2023,6,1,134,2024
"804","Anthony D'Avanzo","Southern Illinois",2020,26,20,531,2021
"805","Anthony D'Avanzo","Southern Illinois",2021,21,1,167,2022
"806","Anthony Downing","Missouri State",2011,32,16,971,2012
"807","Anthony Downing","Missouri State",2012,33,33,1133,2013
"808","Anthony Eaves","Chicago State",2015,29,2,416,2016
"809","Anthony Eaves","Chicago State",2016,26,5,393,2017
"810","Anthony Elechi","Morehead State",2014,29,1,331,2015
"811","Anthony Elechi","Morehead State",2015,37,37,726,2016
"812","Anthony Fields","Bradley",2013,26,0,128,2014
"813","Anthony Fields","Bradley",2014,18,1,119,2015
"814","Anthony Gaines","Northwestern",2017,32,5,597,2018
"815","Anthony Gaines","Northwestern",2018,32,15,853,2019
"816","Anthony Gaines","Northwestern",2019,10,10,265,2020
"817","Anthony Gaines","Northwestern",2020,24,5,499,2021
"818","Anthony Glover","Chicago State",2014,32,14,679,2015
"819","Anthony Harris","Chicago State",2017,28,16,556,2018
"820","Anthony Harris","Chicago State",2018,30,29,993,2019
"821","Anthony Henderson","Bowling Green State",2011,22,0,125,2012
"822","Anthony Henderson","Bowling Green State",2012,29,9,418,2013
"823","Anthony Henderson","Bowling Green State",2013,31,31,1047,2014
"824","Anthony Henderson","Bowling Green State",2014,33,33,861,2015
"825","Anthony Hickey","Oklahoma State",2014,32,31,954,2015
"826","Anthony Hill","Milwaukee",2010,32,32,900,2011
