"","player","schl","season","total_games","total_starts","total_min","next_season"
"3429","D.J. Jefferson","Tennessee",2023,1,0,3,2024
"3430","D.J. Jeffries","Memphis",2019,19,13,514,2020
"3431","D.J. Jeffries","Memphis",2020,28,11,717,2021
"3432","D.J. Johnson","Kansas State",2012,30,0,278,2013
"3433","D.J. Johnson","Kansas State",2013,33,5,459,2014
"3434","D.J. Johnson","Kansas State",2015,32,12,651,2016
"3435","D.J. Johnson","Kansas State",2016,34,33,883,2017
"3436","D.J. Magley","Tulsa",2010,31,18,507,2011
"3437","D.J. Magley","Tulsa",2011,30,15,676,2012
"3438","D.J. McCall","IUPUI",2014,31,15,664,2015
"3439","D.J. McCall","IUPUI",2016,32,22,678,2017
"3440","D.J. McCall","IUPUI",2017,29,26,799,2018
"3441","D.J. McCall","IUPUI",2018,33,32,948,2019
"3442","D.J. Peavy","Austin Peay",2020,27,2,333,2021
"3443","D.J. Peavy","Austin Peay",2021,26,3,307,2022
"3444","D.J. Richardson","Illinois",2010,34,29,911,2011
"3445","D.J. Richardson","Illinois",2011,32,31,1110,2012
"3446","D.J. Richardson","Illinois",2012,36,36,1218,2013
"3447","D.J. Smith","Bowling Green State",2023,7,0,97,2024
"3448","D.J. Stephens","Memphis",2010,32,4,358,2011
"3449","D.J. Stephens","Memphis",2011,28,0,233,2012
"3450","D.J. Stephens","Memphis",2012,36,28,851,2013
"3451","D.J. Wilkins","Drake",2018,31,31,1016,2019
"3452","D.J. Wilkins","Drake",2019,34,34,1015,2020
"3453","D.J. Wilkins","Drake",2020,31,31,911,2021
"3454","D.J. Wilkins","Drake",2021,31,31,887,2022
"3455","D.J. Wilkins","Drake",2022,35,34,1016,2023
"3456","D.J. Williams","DePaul",2019,11,0,98,2020
"3457","D.J. Williams","Illinois",2015,29,3,319,2016
"3458","D.J. Williams","Illinois",2016,17,0,150,2017
"3459","D.J. Wilson","Michigan",2014,5,0,24,2015
"3460","D.J. Wilson","Michigan",2015,26,0,158,2016
"3461","D.J. Wilson","Michigan",2016,38,36,1155,2017
"3462","Da'Monte Williams","Illinois",2017,31,3,523,2018
"3463","Da'Monte Williams","Illinois",2018,33,18,713,2019
"3464","Da'Monte Williams","Illinois",2019,31,22,670,2020
"3465","Da'Monte Williams","Illinois",2020,31,17,772,2021
"3466","Da'Monte Williams","Illinois",2021,33,30,949,2022
"3467","Da'Sean Nelson","DePaul",2022,32,4,794,2023
"3468","Da'Sean Nelson","DePaul",2023,6,6,131,2024
"3469","Da'Shawn Phillip","Bowling Green State",2023,7,4,181,2024
"3470","Dachon Burke","Nebraska",2019,29,27,813,2020
"3471","Dachon Burke","Robert Morris",2016,33,16,755,2017
"3472","Dachon Burke","Robert Morris",2017,32,30,1044,2018
"3473","Daddy Ugbede","Drake",2012,17,0,125,2013
"3474","Daddy Ugbede","Drake",2013,27,1,275,2014
"3475","Dae Dae Grant","Miami (OH)",2019,32,29,715,2020
"3476","Dae Dae Grant","Miami (OH)",2020,23,23,688,2021
"3477","Dae Dae Grant","Miami (OH)",2021,32,32,1057,2022
"3478","Daeqwon Plowden","Bowling Green State",2017,32,1,484,2018
"3479","Daeqwon Plowden","Bowling Green State",2018,34,25,735,2019
"3480","Daeqwon Plowden","Bowling Green State",2019,31,30,972,2020
"3481","Daeqwon Plowden","Bowling Green State",2020,26,26,779,2021
"3482","Daeqwon Plowden","Bowling Green State",2021,31,31,948,2022
"3483","Daeshon Francis","Green Bay",2014,33,0,447,2015
"3484","Dahmir Bishop","Xavier",2019,10,0,120,2020
"3485","Dai-Jon Parker","Vanderbilt",2011,36,0,398,2012
"3486","Dai-Jon Parker","Vanderbilt",2012,25,19,713,2013
"3487","Dai-Jon Parker","Vanderbilt",2013,31,26,1066,2014
"3488","Dai Dai Ames","Kansas State",2023,6,2,157,2024
"3489","Dailyn Swain","Xavier",2023,7,0,145,2024
"3490","Dain Dainja","Illinois",2022,33,21,678,2023
"3491","Dain Dainja","Illinois",2023,6,3,96,2024
"3492","Dainius Chatkevicius","Evansville",2017,32,19,607,2018
"3493","Dainius Chatkevicius","Evansville",2018,29,7,477,2019
"3494","Daishon Knight","Illinois State",2013,34,27,967,2014
"3495","Daishon Knight","Illinois State",2014,35,35,1046,2015
"3496","Daishon Smith","Wichita State",2016,36,12,536,2017
"3497","Daivien Williamson","East Tennessee State",2018,33,16,731,2019
"3498","Daivien Williamson","East Tennessee State",2019,34,14,948,2020
"3499","Daivon Stephens","Eastern Michigan",2018,15,0,87,2019
"3500","DaJion Henderson","Tennessee State",2018,29,0,336,2019
"3501","DaJion Humphrey","Bowling Green State",2023,7,7,198,2024
"3502","Dajuan Gordon","Kansas State",2019,32,11,773,2020
"3503","Dajuan Gordon","Kansas State",2020,25,22,714,2021
"3504","Dajuan Gordon","Missouri",2021,32,32,783,2022
"3505","Dajuan Harris","Kansas",2020,30,2,481,2021
"3506","Dajuan Harris","Kansas",2021,40,39,1158,2022
"3507","Dajuan Harris","Kansas",2022,36,36,1231,2023
"3508","Dajuan Harris","Kansas",2023,7,7,233,2024
"3509","Dakota Candler","Evansville",2023,1,0,10,2024
"3510","Dakota Mathias","Purdue",2014,34,17,667,2015
"3511","Dakota Mathias","Purdue",2015,35,5,665,2016
"3512","Dakota Mathias","Purdue",2016,35,35,1111,2017
"3513","Dakota Mathias","Purdue",2017,37,37,1158,2018
"3514","Dakotah Euton","Akron",2010,14,0,67,2011
"3515","Dalan Ancrum","Western Illinois",2014,25,0,286,2015
"3516","Dalan Ancrum","Western Illinois",2015,14,0,122,2016
"3517","Dalan Ancrum","Western Illinois",2016,28,13,605,2017
"3518","Dalan Ancrum","Western Illinois",2017,28,28,892,2018
"3519","Dalano Banton","Nebraska",2020,27,22,736,2021
"3520","Dale Bonner","Ohio State",2023,7,0,154,2024
"3521","Dale Jones","Iowa",2015,6,0,78,2016
"3522","Dale Jones","Iowa",2016,5,1,16,2017
"3523","Dale Jones","North Dakota",2017,30,29,782,2018
"3524","Dale Moss","South Dakota State",2010,31,31,771,2011
"3525","Dalen Ridgnal","Missouri State",2022,31,11,548,2023
"3526","Dalen Ridgnal","Wichita State",2023,8,0,196,2024
"3527","Dalen Traore","Evansville",2016,21,2,248,2017
"3528","Dalen Traore","Evansville",2017,30,14,371,2018
"3529","Dalen Victor","Tennessee-Martin",2017,1,0,1,2018
"3530","Dallas Lauderdale","Ohio State",2010,37,35,595,2011
"3531","Dallas Morgan","Central Michigan",2018,35,5,605,2019
"3532","Dallas Morgan","Central Michigan",2019,31,24,842,2020
"3533","Dallas Polk-Hilliard","South Dakota State",2017,5,0,35,2018
"3534","Dalonte Brown","Miami (OH)",2017,34,33,736,2018
"3535","Dalonte Brown","Miami (OH)",2018,32,31,819,2019
"3536","Dalonte Brown","Miami (OH)",2019,29,24,639,2020
"3537","Dalonte Brown","Miami (OH)",2020,23,23,649,2021
"3538","Dalonte Brown","Miami (OH)",2021,27,27,676,2022
"3539","Dalton Banks","Illinois State",2023,7,7,215,2024
"3540","Dalton Banks","Southern Illinois",2020,26,1,664,2021
"3541","Dalton Banks","Southern Illinois",2021,30,14,701,2022
"3542","Dalton Banks","Southern Illinois",2022,33,0,471,2023
"3543","Dalton Knecht","Tennessee",2023,7,7,218,2024
"3544","Dalvin White","Chattanooga",2022,33,33,848,2023
"3545","Damani Hayes","South Dakota",2020,18,0,191,2021
"3546","Damani Hayes","South Dakota",2021,26,1,491,2022
"3547","Damani Hayes","South Dakota",2022,31,31,797,2023
"3548","Damarco Minor","Southern Illinois-Edwardsville",2022,33,33,1072,2023
"3549","Damarco Minor","Southern Illinois-Edwardsville",2023,8,8,272,2024
"3550","Damarcus Croaker","Murray State",2015,29,20,825,2016
"3551","Damarcus Croaker","Murray State",2016,28,25,836,2017
"3552","Damari Monsanto","East Tennessee State",2020,25,20,684,2021
"3553","Damari Parris","Eastern Michigan",2018,20,11,291,2019
"3554","Damari Wheeler-Thomas","North Dakota State",2022,32,28,807,2023
"3555","Damari Wheeler-Thomas","North Dakota State",2023,8,8,253,2024
"3556","Damaria Franklin","Illinois-Chicago",2021,28,26,883,2022
"3557","Damaria Franklin","Memphis",2022,25,1,446,2023
"3558","Damaria Franklin","Tennessee Tech",2020,21,18,604,2021
"3559","Damarius Smith","Lipscomb",2011,29,19,644,2012
"3560","Damarkeo Lyshe","Bowling Green State",2011,2,0,3,2012
"3561","Damarkeo Lyshe","Bowling Green State",2012,6,0,9,2013
"3562","Damarkeo Lyshe","Bowling Green State",2013,26,0,175,2014
"3563","Damarkeo Lyshe","Bowling Green State",2014,14,2,54,2015
"3564","Damarri Moore","Tennessee State",2018,14,2,204,2019
"3565","Dame Adelekun","Loyola (IL)",2023,7,3,93,2024
"3566","Damen Bell-Holter","Oral Roberts",2010,35,35,1065,2011
"3567","Damen Bell-Holter","Oral Roberts",2011,29,25,776,2012
"3568","Damen Bell-Holter","Oral Roberts",2012,35,34,1104,2013
"3569","Damezi Anderson","Detroit Mercy",2022,33,32,903,2023
"3570","Damezi Anderson","Indiana",2018,21,0,202,2019
"3571","Damezi Anderson","Indiana",2019,18,0,223,2020
"3572","Damezi Anderson","Loyola (IL)",2020,4,0,18,2021
"3573","Damian Eargle","Youngstown State",2010,30,28,751,2011
"3574","Damian Eargle","Youngstown State",2011,31,31,973,2012
"3575","Damian Eargle","Youngstown State",2012,32,32,951,2013
"3576","Damian Jones","Vanderbilt",2013,31,28,798,2014
"3577","Damian Jones","Vanderbilt",2014,35,34,1020,2015
"3578","Damian Jones","Vanderbilt",2015,33,33,866,2016
"3579","Damien Jefferson","Creighton",2018,26,16,467,2019
"3580","Damien Jefferson","Creighton",2019,30,29,812,2020
"3581","Damien Jefferson","Creighton",2020,31,31,957,2021
"3582","Damien Mayo","Missouri State",2022,31,17,639,2023
"3583","Damien Mayo","Missouri State",2023,6,5,132,2024
"3584","Damien Wilson","Memphis",2012,28,0,133,2013
"3585","Damien Wilson","Memphis",2013,15,0,106,2014
"3586","Damion Baugh","Memphis",2019,31,25,641,2020
"3587","Damion Baugh","Memphis",2020,26,4,509,2021
"3588","Damon Wilson","Pittsburgh",2015,30,0,324,2016
"3589","Damon Wilson","Pittsburgh",2016,29,1,183,2017
"3590","Damontae Taylor","Green Bay",2020,5,0,12,2021
"3591","Dan Boudler","Youngstown State",2010,30,2,372,2011
"3592","Dan Chapman","Michigan State",2010,4,0,4,2011
"3593","Dan Chapman","Michigan State",2011,15,0,17,2012
"3594","Dan Chapman","Michigan State",2012,11,0,10,2013
"3595","Dan Chapman","Michigan State",2013,14,0,21,2014
"3596","Dan Fahey","Wisconsin",2010,3,0,2,2011
"3597","Dan Fahey","Wisconsin",2011,9,0,14,2012
"3598","Dan Fahey","Wisconsin",2012,10,0,28,2013
"3599","Dan Hartman","Kent State",2010,1,0,2,2011
"3600","Dan Jech","South Dakota",2015,31,0,400,2016
"3601","Dan Jech","South Dakota",2016,20,2,170,2017
"3602","Dan Jech","South Dakota",2017,23,0,165,2018
"3603","Dan Jech","South Dakota",2018,15,5,140,2019
"3604","Dan Loney","Western Michigan",2010,14,0,41,2011
"3605","Dan Loney","Western Michigan",2011,27,0,170,2012
"3606","Dan Loney","Western Michigan",2012,32,1,232,2013
"3607","Dan Luers","Eastern Illinois",2021,23,19,700,2022
"3608","Dan Luers","Eastern Illinois",2022,29,12,469,2023
"3609","Dan Luers","Eastern Illinois",2023,8,6,182,2024
"3610","Dan Mukuna","Denver",2022,3,0,13,2023
"3611","Dan Mukuna","Denver",2023,3,0,12,2024
"3612","Dan Oladapo","Pittsburgh",2021,15,4,158,2022
"3613","Dan Ritter","Youngstown State",2017,8,0,13,2018
"3614","Dan Stockdale","North Dakota",2010,7,0,19,2011
"3615","Dan Stockdale","North Dakota",2011,6,0,10,2012
"3616","Dan Stockdale","North Dakota",2012,8,1,16,2013
"3617","Dan Studer","Milwaukee",2014,12,0,45,2015
"3618","Dan Studer","Milwaukee",2015,8,0,34,2016
"3619","Dan Studer","Milwaukee",2016,25,0,135,2017
"3620","Dane Goodwin","Notre Dame",2018,33,9,810,2019
"3621","Dane Goodwin","Notre Dame",2019,32,2,836,2020
"3622","Dane Goodwin","Notre Dame",2020,26,19,866,2021
"3623","Dane Goodwin","Notre Dame",2021,35,34,1171,2022
"3624","Dane Goodwin","Notre Dame",2022,32,30,1137,2023
"3625","Dane Quest","Tennessee Tech",2019,25,1,272,2020
"3626","Dane Quest","Tennessee Tech",2020,26,0,488,2021
"3627","Dane Quest","Tennessee Tech",2021,19,0,139,2022
"3628","Dane Smith","Tennessee-Martin",2010,33,17,596,2011
"3629","Dane Smith","Tennessee-Martin",2011,31,28,860,2012
"3630","Daniel Alston","IUPUI",2018,4,0,8,2019
"3631","Daniel Amigo","Denver",2014,15,15,234,2015
"3632","Daniel Amigo","Denver",2015,13,0,71,2016
"3633","Daniel Amigo","Denver",2016,30,29,748,2017
"3634","Daniel Amigo","Denver",2017,30,26,774,2018
"3635","Daniel Barnes","Illinois-Chicago",2010,5,0,82,2011
"3636","Daniel Barnes","Illinois-Chicago",2011,30,26,944,2012
"3637","Daniel Barnes","Illinois-Chicago",2012,32,29,1021,2013
"3638","Daniel Camps","Northern Kentucky",2013,27,8,424,2014
"3639","Daniel Camps","Northern Kentucky",2014,18,3,214,2015
"3640","Daniel Collie","Wright State",2012,6,0,15,2013
"3641","Daniel Collie","Wright State",2013,8,0,37,2014
"3642","Daniel Collie","Wright State",2014,10,2,85,2015
"3643","Daniel Collie","Wright State",2015,17,3,84,2016
"3644","Daniel Cummings","Tennessee State",2017,22,5,188,2018
"3645","Daniel Cummings","Tennessee State",2018,14,5,161,2019
"3646","Daniel Dzierzawski","Toledo",2016,7,1,109,2017
"3647","Daniel Edozie","Iowa State",2013,24,2,138,2014
"3648","Daniel Edozie","Iowa State",2014,16,2,148,2015
"3649","Daniel Egbuniwe","Tennessee Tech",2023,8,6,227,2024
"3650","Daniel Filippone","Northern Illinois",2020,4,0,12,2021
"3651","Daniel Giddens","Ohio State",2015,33,7,599,2016
"3652","Daniel Harper","Oklahoma",2013,5,0,6,2014
"3653","Daniel Harper","Oklahoma",2014,6,0,11,2015
"3654","Daniel Harper","Oklahoma",2015,5,0,14,2016
"3655","Daniel Harper","Oklahoma",2016,3,0,5,2017
"3656","Daniel Hong","North Dakota",2023,4,0,10,2024
"3657","Daniel Huenermann","Indiana State",2017,7,0,13,2018
"3658","Daniel Huenermann","Indiana State",2018,9,0,31,2019
"3659","Daniel Kinchen","Southern Illinois-Edwardsville",2017,30,8,743,2018
"3660","Daniel Kinchen","Southern Illinois-Edwardsville",2018,30,0,524,2019
"3661","Daniel Levitt","Cleveland State",2015,14,0,193,2016
"3662","Daniel Levitt","Cleveland State",2016,21,0,136,2017
"3663","Daniel Loos","Austin Peay",2023,8,6,141,2024
"3664","Daniel Meyer","Omaha",2014,21,0,97,2015
"3665","Daniel Meyer","Omaha",2015,32,0,263,2016
"3666","Daniel Meyer","Omaha",2016,32,12,408,2017
"3667","Daniel Meyer","Omaha",2017,27,9,290,2018
"3668","Daniel Moore","Indiana",2010,27,0,175,2011
"3669","Daniel Moore","Indiana",2011,21,0,97,2012
"3670","Daniel Mortensen","Wright State",2015,22,0,139,2016
"3671","Daniel Norl","Eastern Kentucky",2014,11,0,74,2015
"3672","Daniel Norl","Omaha",2016,29,0,446,2017
"3673","Daniel Norl","Omaha",2017,31,31,983,2018
"3674","Daniel Ogoro","Youngstown State",2020,23,1,296,2021
"3675","Daniel Ogoro","Youngstown State",2021,30,4,547,2022
"3676","Daniel Oturu","Minnesota",2018,35,31,834,2019
"3677","Daniel Oturu","Minnesota",2019,31,31,1050,2020
"3678","Daniel Parke","Eastern Kentucky",2015,5,0,9,2016
"3679","Daniel Parke","Eastern Kentucky",2016,9,0,20,2017
"3680","Daniel Sackey","Valparaiso",2018,33,17,587,2019
"3681","Daniel Sackey","Valparaiso",2019,34,25,866,2020
"3682","Daniel Sackey","Valparaiso",2020,25,22,633,2021
"3683","Daniel Skillings","Cincinnati",2022,35,0,510,2023
"3684","Daniel Skillings","Cincinnati",2023,6,0,156,2024
"3685","Daniel Stensland","Iowa State",2014,4,0,8,2015
"3686","Daniel Turner","Green Bay",2010,31,26,750,2011
"3687","Daniel Turner","Green Bay",2011,14,9,291,2012
"3688","Daniel Turner","Green Bay",2012,14,6,158,2013
"3689","Daniel Utomi","Akron",2015,2,0,4,2016
"3690","Daniel Utomi","Akron",2016,30,2,289,2017
"3691","Daniel Utomi","Akron",2017,32,31,1104,2018
"3692","Daniel Utomi","Akron",2018,33,32,1107,2019
"3693","Danny Feldmann","Missouri",2012,12,0,26,2013
"3694","Danny Feldmann","Missouri",2013,11,0,51,2014
"3695","Danny Hummer","Ohio State",2018,9,0,22,2019
"3696","Danny Hummer","Ohio State",2019,13,1,41,2020
"3697","Danny Kolp","Western Michigan",2020,11,1,99,2021
"3698","Danny Kolp","Western Michigan",2021,27,4,214,2022
"3699","Danny McElroy","Bowling Green State",2010,32,13,634,2011
"3700","Danny Ogele","Minnesota",2021,13,0,41,2022
"3701","Danny Pippen","Kent State",2016,29,12,289,2017
"3702","Danny Pippen","Kent State",2017,33,23,721,2018
"3703","Danny Pippen","Kent State",2019,31,28,900,2020
"3704","Danny Pippen","Kent State",2020,20,19,637,2021
"3705","Danny Ramsey","Tennessee Tech",2021,27,20,450,2022
"3706","Danny Ramsey","Tennessee Tech",2022,18,10,247,2023
"3707","Danny Ramsey","Xavier",2019,1,0,3,2020
"3708","Danny Ramsey","Xavier",2020,1,0,4,2021
"3709","Danny Reese","Youngstown State",2011,10,0,20,2012
"3710","Danny Reese","Youngstown State",2012,6,0,27,2013
"3711","Dante Bailey","Tennessee-Martin",2016,29,3,223,2017
"3712","Dante Buford","Oklahoma",2015,36,0,442,2016
"3713","Dante Buford","Oklahoma",2016,26,4,284,2017
"3714","Dante Eldridge","Iowa",2022,3,0,8,2023
"3715","Dante Gonzales","Tennessee-Martin",2020,14,0,91,2021
"3716","Dante Jackson","Xavier",2010,32,32,1130,2011
"3717","Dante Maddox","Toledo",2022,35,29,1042,2023
"3718","Dante Maddox","Toledo",2023,6,6,170,2024
"3719","Dante Scott","Memphis",2015,10,0,27,2016
"3720","Dante Taylor","Pittsburgh",2010,33,0,497,2011
"3721","Dante Taylor","Pittsburgh",2011,37,20,696,2012
"3722","Dante Taylor","Pittsburgh",2012,32,1,503,2013
"3723","Dante Thorpe","Northern Illinois",2017,28,27,782,2018
"3724","Dante Thorpe","Northern Illinois",2018,33,33,1064,2019
"3725","Dante Treacy","Robert Morris",2018,31,0,455,2019
"3726","Dante Treacy","Robert Morris",2019,34,33,1013,2020
"3727","Dante Treacy","Robert Morris",2020,18,18,597,2021
"3728","Dante Williams","Kansas State",2016,6,0,29,2017
"3729","Dantez Walton","Northern Kentucky",2016,29,1,303,2017
"3730","Dantez Walton","Northern Kentucky",2017,32,6,524,2018
"3731","Dantez Walton","Northern Kentucky",2018,35,35,992,2019
"3732","Dantez Walton","Northern Kentucky",2019,21,20,613,2020
"3733","Dantiel Daniels","Southern Illinois",2011,28,25,675,2012
"3734","Dantiel Daniels","Southern Illinois",2012,27,23,612,2013
"3735","Danya Kingsby","Bradley",2019,33,25,855,2020
"3736","Danya Kingsby","Bradley",2020,21,10,407,2021
"3737","Daouda N'Diaye","Illinois State",2015,12,0,106,2016
"3738","Daouda N'Diaye","Illinois State",2016,26,0,394,2017
"3739","Daouda N'Diaye","Illinois State",2017,20,15,361,2018
"3740","DaQuan Jeffries","Oral Roberts",2015,29,7,589,2016
"3741","DaQuan Jeffries","Tulsa",2017,25,9,549,2018
"3742","DaQuan Jeffries","Tulsa",2018,31,31,871,2019
"3743","DaQuan Smith","Murray State",2018,3,0,15,2019
"3744","DaQuan Smith","Murray State",2019,32,30,889,2020
"3745","DaQuan Smith","Murray State",2020,25,8,420,2021
"3746","DaQuan Smith","Murray State",2021,33,0,421,2022
"3747","Daquein McNeil","Minnesota",2013,30,0,292,2014
"3748","Daquein McNeil","Minnesota",2014,4,0,75,2015
"3749","Dardan Kapiti","Eastern Kentucky",2022,35,0,462,2023
"3750","Darell Combs","Eastern Michigan",2013,36,6,542,2014
"3751","Darell Combs","IUPUI",2015,31,27,950,2016
"3752","Darell Combs","IUPUI",2016,32,32,1029,2017
"3753","Darian Childress","Northern Kentucky",2017,4,0,4,2018
"3754","Darian Harris","Oral Roberts",2014,32,12,436,2015
"3755","Darian Harris","Oral Roberts",2015,23,0,186,2016
"3756","Darian Harris","Oral Roberts",2016,28,2,448,2017
"3757","Darian Owens-White","Ball State",2022,7,0,41,2023
"3758","Darian Scott","Missouri State",2018,22,0,150,2019
"3759","Darian Scott","Missouri State",2019,12,0,50,2020
"3760","Darian Scott","Missouri State",2020,12,0,48,2021
"3761","Darien Jackson","Tulsa",2017,18,1,91,2018
"3762","Darien Jackson","Tulsa",2018,26,3,312,2019
"3763","Darien Jackson","Tulsa",2019,31,13,809,2020
"3764","Darien Jackson","Tulsa",2020,23,2,573,2021
"3765","Darien Jackson","Tulsa",2021,31,17,888,2022
"3766","Darien Walker","Valparaiso",2014,34,29,924,2015
"3767","Darien Walker","Valparaiso",2015,36,18,725,2016
"3768","Darik Dissette","North Dakota State",2023,8,0,94,2024
"3769","Darin Haugh","Minnesota",2015,6,0,19,2016
"3770","Darin Haugh","Minnesota",2016,5,0,8,2017
"3771","Darion Anderson","Iowa State",2010,32,31,1066,2011
"3772","Darion Spottsville","Eastern Michigan",2019,32,29,759,2020
"3773","Darion Spottsville","Eastern Michigan",2020,17,6,373,2021
"3774","Darion Spottsville","Eastern Michigan",2021,31,27,891,2022
"3775","Darious Clark","Illinois State",2011,14,0,56,2012
"3776","Darious Hall","DePaul",2019,32,3,586,2020
"3777","Darious Hall","DePaul",2020,18,13,359,2021
"3778","Darius Allen","Tennessee Tech",2019,31,25,666,2020
"3779","Darius Banks","Chattanooga",2020,12,12,403,2021
"3780","Darius Banks","Chattanooga",2021,35,34,1123,2022
"3781","Darius Beane","Lindenwood",2023,7,7,186,2024
"3782","Darius Beane","Northern Illinois",2019,29,14,711,2020
"3783","Darius Beane","Northern Illinois",2020,17,12,507,2021
"3784","Darius Beane","Southern Illinois",2018,32,0,494,2019
"3785","Darius Burford","Illinois State",2022,31,28,910,2023
"3786","Darius Burford","Illinois State",2023,6,5,158,2024
"3787","Darius Carter","Wichita State",2013,35,6,639,2014
"3788","Darius Carter","Wichita State",2014,35,35,750,2015
"3789","Darius DeAveiro","Valparaiso",2021,29,3,485,2022
"3790","Darius DeAveiro","Valparaiso",2022,25,2,388,2023
"3791","Darius DeAveiro","Valparaiso",2023,7,7,222,2024
"3792","Darius Duffy","Milwaukee",2023,7,4,98,2024
"3793","Darius Garland","Vanderbilt",2018,5,5,139,2019
"3794","Darius Hannah","Bradley",2020,26,5,310,2021
"3795","Darius Hannah","Bradley",2021,19,0,93,2022
"3796","Darius Hannah","Bradley",2022,35,12,562,2023
"3797","Darius Hannah","Bradley",2023,7,7,195,2024
"3798","Darius Harding","Northern Kentucky",2020,12,0,114,2021
"3799","Darius Harper","Miami (OH)",2016,30,14,360,2017
"3800","Darius Harper","Miami (OH)",2017,6,0,23,2018
"3801","Darius Hicks","Eastern Kentucky",2019,20,12,459,2020
"3802","Darius Hoisten","Akron",2012,5,0,7,2013
"3803","Darius Johnson-Odom","Marquette",2010,37,35,1109,2011
"3804","Darius Johnson-Odom","Marquette",2011,34,33,1120,2012
"3805","Darius Leonard","Kent State",2010,30,0,185,2011
"3806","Darius Morris","Michigan",2010,35,34,1219,2011
"3807","Darius Paul","Western Michigan",2012,35,33,868,2013
"3808","Darius Quisenberry","Youngstown State",2018,32,32,870,2019
"3809","Darius Quisenberry","Youngstown State",2019,33,32,1038,2020
"3810","Darius Quisenberry","Youngstown State",2020,15,14,493,2021
"3811","Darius Roy","Milwaukee",2018,29,28,1015,2019
"3812","Darius Roy","Milwaukee",2019,30,24,1018,2020
"3813","Darius Simmons","Tennessee-Martin",2021,17,5,345,2022
"3814","Darius Stokes","Iowa",2011,12,0,36,2012
"3815","Darius Stokes","Iowa",2012,12,0,38,2013
"3816","Darius Stokes","Iowa",2013,14,0,43,2014
"3817","Darius Thompson","Tennessee",2013,37,10,621,2014
"3818","Darius Thompson","Tennessee-Martin",2017,31,19,739,2018
"3819","Darius Ware","Cleveland State",2010,10,0,17,2011
"3820","Darlinstone Dubar","Iowa State",2020,16,7,231,2021
"3821","Darnell Brodie","Drake",2020,31,31,711,2021
"3822","Darnell Brodie","Drake",2021,36,15,657,2022
"3823","Darnell Brodie","Drake",2022,35,35,871,2023
"3824","Darnell Brodie","Drake",2023,6,6,146,2024
"3825","Darnell Butler","Middle Tennessee",2018,4,0,5,2019
"3826","Darnell Cowart","Murray State",2018,33,13,660,2019
"3827","Darnell Cowart","Murray State",2019,8,0,121,2020
"3828","Darnell Harris","Middle Tennessee",2014,36,13,641,2015
"3829","Darnell Harris","Middle Tennessee",2015,35,32,931,2016
"3830","Darnell Wilks","Cincinnati",2010,35,11,525,2011
"3831","DaRohn Scott","Central Michigan",2014,32,0,276,2015
"3832","DaRohn Scott","Central Michigan",2015,33,1,381,2016
"3833","DaRohn Scott","Central Michigan",2016,32,1,449,2017
"3834","Daron Hood","Tennessee-Martin",2010,9,0,29,2011
"3835","Darral Willis","Wichita State",2016,36,15,591,2017
"3836","Darral Willis","Wichita State",2017,33,5,599,2018
"3837","Darrell Bowie","Iowa State",2016,33,9,562,2017
"3838","Darrell Bowie","Northern Illinois",2012,30,19,618,2013
"3839","Darrell Bowie","Northern Illinois",2013,31,29,858,2014
"3840","Darrell Bowie","Northern Illinois",2014,21,17,494,2015
"3841","Darrell Brown","Bradley",2016,32,30,980,2017
"3842","Darrell Brown","Bradley",2017,33,32,1051,2018
"3843","Darrell Brown","Bradley",2018,35,34,1178,2019
"3844","Darrell Brown","Bradley",2019,32,32,1112,2020
"3845","Darrell Lampley","Eastern Michigan",2010,31,16,639,2011
"3846","Darrell Lampley","Eastern Michigan",2011,32,31,1011,2012
"3847","Darrell Riley","Detroit Mercy",2018,11,1,82,2019
"3848","Darrell Williams","Oklahoma State",2010,23,12,483,2011
"3849","Darren Goodson","Kent State",2012,34,28,688,2013
"3850","Darren Goodson","Kent State",2013,32,22,693,2014
"3851","Darren Washington","Robert Morris",2011,4,0,11,2012
"3852","Darreon Reddick","Tennessee State",2014,31,26,842,2015
"3853","Darreon Reddick","Tennessee State",2015,31,26,721,2016
"3854","Darreon Reddick","Tennessee State",2016,29,25,848,2017
"3855","Darreon Reddick","Tennessee State",2017,30,24,848,2018
"3856","Darrian Ringo","Miami (OH)",2017,34,28,1047,2018
"3857","Darrian Ringo","Miami (OH)",2018,32,24,818,2019
"3858","Darrick Ervin","Michigan",2010,3,0,3,2011
"3859","Darrick Wood","DePaul",2014,27,0,364,2015
"3860","Darrick Wood","DePaul",2015,29,0,531,2016
"3861","Darrick Wood","DePaul",2016,19,0,193,2017
"3862","Darrin Williams","Illinois-Chicago",2010,28,20,445,2011
"3863","Darrin Williams","Illinois-Chicago",2011,30,27,702,2012
"3864","Darrion Harris","Bradley",2012,8,0,13,2013
"3865","Darrion Harris","Bradley",2013,10,0,22,2014
"3866","Darrion Strong-Moore","Oklahoma",2016,29,9,437,2017
"3867","Darrius Hughes","Omaha",2019,30,0,340,2020
"3868","Darrius Hughes","Omaha",2020,25,3,284,2021
"3869","Darrius Hughes","Omaha",2021,30,10,556,2022
"3870","Darryl Ashford","Creighton",2010,39,12,754,2011
"3871","Darryl Morsell","Marquette",2021,31,31,920,2022
"3872","Darryl Roberts","Akron",2010,36,21,992,2011
"3873","Darweshi Hunter","Miami (OH)",2023,6,6,174,2024
